word,variants,part_of_speech,theme_candidates,selection_route,relevance_score,selection_reason
jeep,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 8186；当代语料 9569；评分 7/9）
jet,,a|n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3846；当代语料 3144；评分 9/9）
jewel,,n|v,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 6409；当代语料 6074；评分 7/9）
jewelry,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
judgement,,n,一般阅读,lexical_edge_semantic_review,,一般阅读中的常用名词及英式拼写
juicy,,a,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
junk,,n|v,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7753；当代语料 5130；评分 7/9）
keeper,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4146；当代语料 7388；评分 8/9）
kindness,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 7000；当代语料 7682；评分 7/9）
labourer,,n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
ladder,,n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4136；当代语料 4505；评分 9/9）
lame,,a|n|v,人与自我|人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
laser,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4841；当代语料 3896；评分 9/9）
lately,,r,一般阅读,strong_independent_frequency,8,独立语料频率支持较强（BNC 6088；当代语料 4028；评分 8/9）
latest,,a|n,一般阅读,promoted_from_low_frequency_semantic_review,0,除规则最高级外还有“最新消息/最新的”词汇化用法
latter,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1251；当代语料 2725；评分 9/9）
laughter,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3321；当代语料 3397；评分 9/9）
laundry,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 7707；当代语料 4940；评分 8/9）
lavatory,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
leading,,a|n-1|n-2,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1551；当代语料 2188；评分 9/9）
learned,,a,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
leftover,,a|n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
lemonade,,n,人与自我,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
liberate,,v,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 8543；当代语料 7492；评分 7/9）
lid,,n,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4537；当代语料 4658；评分 9/9）
lifetime,,n,人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3623；当代语料 2767；评分 9/9）
lightning,,n,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 6393；当代语料 4562；评分 8/9）
lip,,n,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 1452；当代语料 1582；评分 9/9）
litre,,n,人与自然,promoted_from_low_frequency_semantic_review,3,公制容量单位及英式拼写，说明文中实用
loaf,,n|v,人与自我,strong_independent_frequency,7,独立语料频率支持较强（BNC 7776；当代语料 6892；评分 7/9）
locust,,n,人与自然,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
lorry,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
loudly,,r,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 5440；当代语料 5687；评分 7/9）
loudspeaker,,n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
lounge,,n|v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 4410；当代语料 5990；评分 8/9）
luggage,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 7156；当代语料 7333；评分 7/9）
maid,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 5166；当代语料 6044；评分 7/9）
mailbox,,n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
mainland,,n,人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 5381；当代语料 6208；评分 7/9）
maple,,n,人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
marble,,n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4199；当代语料 4819；评分 9/9）
married,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1742；当代语料 1610；评分 9/9）
mask,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4312；当代语料 2893；评分 9/9）
mat,,a|n|v,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6419；当代语料 5639；评分 7/9）
meanwhile,,n|r,人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 1886；当代语料 1847；评分 9/9）
melon,,n,人与自我|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
memorize,,v,人与自我,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
mend,,n|v,人与社会|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
mentally,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3531；当代语料 4365；评分 9/9）
merchant,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2755；当代语料 4126；评分 9/9）
merciful,,a,一般阅读,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
messy,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 9558；当代语料 6651；评分 7/9）
microcomputer,,n,一般阅读,lexical_edge_semantic_review,,科技史和计算机主题中仍需识别
microwave,,n|v,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7268；当代语料 5846；评分 7/9）
midday,,n,人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7619；当代语料 9129；评分 7/9）
millionaire,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 7695；当代语料 6769；评分 7/9）
minibus,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
ministry,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1717；当代语料 4242；评分 9/9）
minus,,a|n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4789；当代语料 8628；评分 8/9）
mistaken,,a,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
misunderstand,,v,人与自我,strong_independent_frequency,7,独立语料频率支持较强（BNC 8418；当代语料 8287；评分 7/9）
mm,,n,人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 266；当代语料 15832；评分 7/9）
mobile,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4468；当代语料 4686；评分 9/9）
modem,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 9165；当代语料 5518；评分 7/9）
modest,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3176；当代语料 3101；评分 9/9）
mommy,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
monument,,n,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4736；当代语料 4066；评分 9/9）
mop,,n|v,人与自我|人与社会|人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
motherland,,n,人与社会,promoted_from_low_frequency_semantic_review,3,国家、文化与身份主题阅读中有价值
motivation,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3870；当代语料 3126；评分 9/9）
motorbike,,n|v,人与社会|人与自然,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
motorcycle,,n|v,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 9757；当代语料 6059；评分 7/9）
motto,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 9695；当代语料 9048；评分 7/9）
mountainous,,a,一般阅读,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
mourn,,v,人与自我,strong_independent_frequency,7,独立语料频率支持较强（BNC 9545；当代语料 6768；评分 7/9）
moustache,,n,人与自我,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
mouthful,,n,人与自我|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
muddy,,a|v,人与自我|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7679；当代语料 6484；评分 7/9）
multiply,,r|v,人与自我|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 5028；当代语料 6148；评分 7/9）
musical,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2771；当代语料 2097；评分 9/9）
mustard,,n,人与自我|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 8963；当代语料 6095；评分 7/9）
mutton,,n,人与自我,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
nationwide,,a|r,一般阅读,strong_independent_frequency,8,独立语料频率支持较强（BNC 7933；当代语料 4929；评分 8/9）
necklace,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
noisily,,r,一般阅读,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
northeast,,a|n|r,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 16006；当代语料 4122；评分 7/9）
northwards,,r,人与自然,promoted_from_low_frequency_semantic_review,3,方向和地理阅读中实用，后续与 northward 建立词形关系
northwest,,a|n|r,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 14975；当代语料 3403；评分 7/9）
numb,,a|v,人与自我,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
nursery,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 3383；当代语料 5632；评分 8/9）
nursing,,n,一般阅读,lexical_edge_semantic_review,,健康、职业和社会照护主题中的独立名词
nylon,,n,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7129；当代语料 8449；评分 7/9）
obey,,v,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4952；当代语料 5672；评分 8/9）
obvious,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1173；当代语料 1689；评分 9/9）
offence,,n,人与自我|人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
offshore,,a|r,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 7349；当代语料 7765；评分 7/9）
oh,,,一般阅读,lexical_edge_semantic_review,,高频对话和叙事文本中的常用感叹词
oilfield,,n,人与自然,promoted_from_low_frequency_semantic_review,1,能源、资源和环境主题中的常见复合词
omelette,,n,人与自我,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
oneself,,,一般阅读,lexical_edge_semantic_review,,语法和一般阅读中的常用反身代词
opener,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
opening,,a|n,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 1730；当代语料 1940；评分 9/9）
operate,,v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 970；当代语料 1309；评分 9/9）
optional,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 5815；当代语料 5692；评分 7/9）
oral,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3468；当代语料 3875；评分 9/9）
organise,,v,人与自我|人与社会|人与自然,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
organiser,,n,一般阅读,lexical_edge_semantic_review,,活动和组织主题中的常用英式拼写
ouch,,,一般阅读,lexical_edge_semantic_review,,对话和身体感受表达中的常用感叹词
outdoors,,n|r,人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
outer,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3097；当代语料 3698；评分 9/9）
outing,,n,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6382；当代语料 7723；评分 7/9）
outspoken,,a,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
outward,,a|r,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 8743；当代语料 8599；评分 7/9）
oval,,a|n,人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 9791；当代语料 6604；评分 7/9）
overcoat,,n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
overhead,,a|n|r,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7523；当代语料 5527；评分 7/9）
overlook,,n|v,人与自我|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3391；当代语料 3139；评分 9/9）
overweight,,a|n,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
owner,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1153；当代语料 1021；评分 9/9）
ownership,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2672；当代语料 3585；评分 9/9）
ox,,n,人与自然,promoted_from_low_frequency_semantic_review,2,动物、农业和文化阅读中的基础名词
packet,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 3805；当代语料 6240；评分 8/9）
paddle,,n|v,人与社会|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
painful,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3638；当代语料 3034；评分 9/9）
painter,,n,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3579；当代语料 3322；评分 9/9）
painting,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1348；当代语料 1056；评分 9/9）
paperwork,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 8494；当代语料 6838；评分 7/9）
parallel,,a|n|v,人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 3869；当代语料 5840；评分 8/9）
parrot,,n|v,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 8676；当代语料 9988；评分 7/9）
partly,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1638；当代语料 2824；评分 9/9）
pause,,n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 2566；当代语料 2777；评分 9/9）
pea,,n,人与自我|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6504；当代语料 5226；评分 7/9）
peaceful,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3937；当代语料 3655；评分 9/9）
peach,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6592；当代语料 5531；评分 7/9）
peasant,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2564；当代语料 4680；评分 9/9）
pedestrian,,a|n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 5992；当代语料 7573；评分 7/9）
penny,,n,人与社会|人与自然,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
pension,,n|v,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1490；当代语料 3785；评分 9/9）
perform,,v,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1138；当代语料 953；评分 9/9）
performer,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 5369；当代语料 3962；评分 8/9）
perfume,,n|v,人与自我|人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 7033；当代语料 6592；评分 7/9）
permission,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2468；当代语料 3233；评分 9/9）
personally,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 2866；当代语料 2633；评分 9/9）
personnel,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2556；当代语料 2425；评分 9/9）
pest,,n,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6622；当代语料 6842；评分 7/9）
physical,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1047；当代语料 802；评分 9/9）
physicist,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 8224；当代语料 5568；评分 7/9）
pianist,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
pile,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3229；当代语料 3003；评分 9/9）
pillow,,n|v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5447；当代语料 4017；评分 8/9）
pin,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4542；当代语料 4347；评分 9/9）
pine,,n|v,人与自我|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5081；当代语料 3158；评分 8/9）
pineapple,,n,人与自我|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
pint,,n,人与自然,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
playmate,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
pleased,,a,一般阅读,lexical_edge_semantic_review,,情感和交际主题中的词汇化形容词
poisonous,,a,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
popcorn,,n,人与自我|人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
porridge,,n,人与自我,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
portable,,a|n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 6014；当代语料 5441；评分 7/9）
porter,,n|v,人与自我|人与社会|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
possess,,v,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2129；当代语料 2842；评分 9/9）
possibility,,n,人与自我,strong_independent_frequency,9,独立语料频率支持较强（BNC 1030；当代语料 1195；评分 9/9）
possibly,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1312；当代语料 1696；评分 9/9）
postage,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
postcode,,n,人与社会,promoted_from_low_frequency_semantic_review,1,地址、邮政和英式生活场景中实用
powder,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4272；当代语料 3260；评分 9/9）
powerful,,a|r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1326；当代语料 1159；评分 9/9）
prairie,,n,人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
prayer,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2644；当代语料 2098；评分 9/9）
precise,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 2761；当代语料 3826；评分 9/9）
pregnant,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3276；当代语料 2629；评分 9/9）
preparation,,n,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 2091；当代语料 2513；评分 9/9）
prescription,,a|n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 5595；当代语料 3311；评分 8/9）
preview,,n|v,人与自我|人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
printer,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 3066；当代语料 5875；评分 8/9）
printing,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4804；当代语料 7217；评分 8/9）
prisoner,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1932；当代语料 2419；评分 9/9）
privilege,,n|v,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3017；当代语料 3612；评分 9/9）
probable,,a|n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 5016；当代语料 6767；评分 7/9）
production,,n,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 610；当代语料 959；评分 9/9）
properly,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1634；当代语料 2880；评分 9/9）
protection,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1220；当代语料 1315；评分 9/9）
publicly,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 4133；当代语料 3027；评分 9/9）
pulse,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4379；当代语料 4331；评分 9/9）
pump,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4317；当代语料 3444；评分 9/9）
punctual,,a,人与自我,promoted_from_low_frequency_semantic_review,3,时间管理和人物品质主题中的常用形容词
punctuate,,v,人与社会|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
punctuation,,n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
punishment,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3031；当代语料 3110；评分 9/9）
puzzle,,n|v,人与自我|人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 6964；当代语料 4255；评分 8/9）
puzzled,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 5694；当代语料 7319；评分 7/9）
pyramid,,n|v,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7071；当代语料 6129；评分 7/9）
quake,,n|v,人与社会|人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
quarrel,,n|v,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
questionnaire,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4043；当代语料 3606；评分 9/9）
queue,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 4960；当代语料 15489；评分 7/9）
quilt,,n|v,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
quiz,,n|v,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 9113；当代语料 8784；评分 7/9）
radioactive,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 6732；当代语料 7890；评分 7/9）
rag,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 5984；当代语料 6662；评分 7/9）
rail,,n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 1961；当代语料 3373；评分 9/9）
raincoat,,n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
rainfall,,n,人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
rat,,n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3139；当代语料 3558；评分 9/9）
razor,,n|v,人与自我|人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 8610；当代语料 7444；评分 7/9）
reading,,n,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1701；当代语料 1581；评分 9/9）
reasonable,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 1549；当代语料 2510；评分 9/9）
rebuild,,v,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4709；当代语料 3790；评分 9/9）
receiver,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3543；当代语料 3401；评分 9/9）
recent,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 630；当代语料 567；评分 9/9）
reception,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2928；当代语料 3944；评分 9/9）
recorder,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4975；当代语料 6015；评分 8/9）
rectangle,,n,人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
redirect,,v,人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
referee,,n|v,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4635；当代语料 8516；评分 8/9）
refreshment,,n,人与自我|人与社会,normalized_legacy_surface_form,6,确认规范词头的主题价值；不得恢复旧复数形式
refusal,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 3562；当代语料 5933；评分 8/9）
regulation,,a|n,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1400；当代语料 1675；评分 9/9）
relation,,n,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 719；当代语料 1118；评分 9/9）
religion,,n,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1819；当代语料 1383；评分 9/9）
religious,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1444；当代语料 884；评分 9/9）
remark,,n|v,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2581；当代语料 3389；评分 9/9）
reporter,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3671；当代语料 1286；评分 9/9）
requirement,,n,人与自我|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 1078；当代语料 1885；评分 9/9）
resemble,,v,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3822；当代语料 3058；评分 9/9）
reservation,,n,人与自我|人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 4139；当代语料 3046；评分 9/9）
resist,,v,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2415；当代语料 2470；评分 9/9）
restriction,,n,人与自我|人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2226；当代语料 3127；评分 9/9）
retell,,v,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
reuse,,v,人与自我,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
reviewer,,n,人与社会,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
revision,,n,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 4579；当代语料 5994；评分 8/9）
revolution,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1858；当代语料 2753；评分 9/9）
rewind,,v,人与社会,promoted_from_low_frequency_semantic_review,3,媒体操作及比喻性表达中仍有识别价值
rewrite,,n|v,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 9748；当代语料 7628；评分 7/9）
rid,,v,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2872；当代语料 3041；评分 9/9）
ridiculous,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3632；当代语料 4043；评分 9/9）
ripen,,v,人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
rob,,v,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 5202；当代语料 5071；评分 7/9）
