legacy_word,legacy_row_count,legacy_rows,structural_type,oewn_match_type,oewn_lemmas,oewn_pos,oewn_sense_count,moby_wordlist_match_type,moby_wordlist_forms,moby_pos_match_type,moby_pos_forms,moby_pos_codes,normalized_headword_candidates,normalized_headword_evidence,existing_phrase_table_match,lexical_evidence_score,recommendation,reason
locust,1,1970,lowercase_single_word,exact,locust,n,3,exact,locust,exact,locust,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
lorry,1,1976,lowercase_single_word,exact,lorry,n,2,exact,lorry,exact,lorry,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Lost,1,1979,initial_uppercase,casefold,lost,a|n,10,casefold,lost,casefold,lost,A,,,none,3,proper_name_or_capitalization_review,开放词典仅以其他大小写形式匹配，需判断是否误大写
loudly,1,1982,lowercase_single_word,exact,loudly,r,3,none,,exact,loudly,v,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
loudspeaker,1,1983,lowercase_single_word,exact,loudspeaker,n,1,exact,loudspeaker,exact,loudspeaker,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
lounge,1,1984,lowercase_single_word,exact,lounge,n|v,4,exact,lounge,exact,lounge,N|i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
luggage,1,1990,lowercase_single_word,exact,luggage,n,1,exact,luggage,exact,luggage,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
maid,1,1998,lowercase_single_word,exact,maid,n,2,exact,maid,exact,maid,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mailbox,1,2000,lowercase_single_word,exact,mailbox,n,2,exact,mailbox,exact,mailbox,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mainland,1,2002,lowercase_single_word,exact,mainland,n,1,exact,mainland,exact,mainland,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
man-made,1,2011,hyphenated,exact,man-made,a,1,exact,man-made,exact,man-made,A,,,none,3,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
maple,1,2016,lowercase_single_word,exact,maple,n,2,exact,maple,exact,maple,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
maple leaves,1,2017,multiword,none,,,0,none,,none,,,,,none,0,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
marble,1,2019,lowercase_single_word,exact,marble,n|v,4,exact,marble,exact,marble,A|N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
married,1,2025,lowercase_single_word,exact,married,a|n,3,exact,married,exact,married,A|N,marri,marri:OEWN,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mask,1,2027,lowercase_single_word,exact,mask,n|v,9,exact,mask,exact,mask,N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mat,1,2030,lowercase_single_word,exact,mat,a|n|v,10,exact,mat,exact,mat,A|N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
meanwhile,1,2045,lowercase_single_word,exact,meanwhile,n|r,3,exact,meanwhile,exact,meanwhile,N|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
melon,1,2056,lowercase_single_word,exact,melon,n,2,exact,melon,exact,melon,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
melon seed,1,2933,multiword,none,,,0,none,,exact,melon seed,h,,,none,1,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
memorize,1,2060,lowercase_single_word,exact,memorize,v,1,exact,memorize,exact,memorize,t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mend,1,2061,lowercase_single_word,exact,mend,n|v,4,exact,mend,exact,mend,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mentally,1,2063,lowercase_single_word,exact,mentally,r,1,exact,mentally,exact,mentally,v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
merchant,1,2066,lowercase_single_word,exact,merchant,n,1,exact,merchant,exact,merchant,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
merciful,1,2067,lowercase_single_word,exact,merciful,a,2,exact,merciful,exact,merciful,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
messy,1,2073,lowercase_single_word,exact,messy,a,1,exact,messy,exact,messy,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Mexican,1,2077,initial_uppercase,exact,Mexican,a|n,2,exact,Mexican,exact,Mexican,A|N,,,none,3,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
Mexico,1,2078,initial_uppercase,none,,,0,exact,Mexico,exact,Mexico,N,,,none,2,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
microcomputer,1,2079,lowercase_single_word,exact,microcomputer,n,1,none,,none,,,,,none,1,modern_lexical_review,OEWN 有词形证据，Moby 未匹配；复核词义、难度与学习价值
microwave,1,2081,lowercase_single_word,exact,microwave,n|v,3,exact,microwave,exact,microwave,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mid-autumn,1,2082,hyphenated,none,,,0,none,,none,,,,,none,0,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
midday,1,2083,lowercase_single_word,exact,midday,n,1,exact,midday,exact,midday,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Middle East,1,2085,multiword,none,,,0,exact,Middle East,exact,Middle East,h,,,none,2,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
millionaire,1,2092,lowercase_single_word,exact,millionaire,n,1,exact,millionaire,exact,millionaire,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
minibus,1,2096,lowercase_single_word,exact,minibus,n,1,none,,exact,minibus,N,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
miniskirt,1,2098,lowercase_single_word,exact,miniskirt,n,1,exact,miniskirt,exact,miniskirt,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
ministry,1,2100,lowercase_single_word,exact,ministry,n,4,exact,ministry,exact,ministry,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
minus,1,2102,lowercase_single_word,exact,minus,a|n,3,exact,minus,exact,minus,A|N|P,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mistaken,1,2110,lowercase_single_word,exact,mistaken,a,2,exact,mistaken,exact,mistaken,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
misunderstand,1,2111,lowercase_single_word,exact,misunderstand,v,1,exact,misunderstand,exact,misunderstand,V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mm,1,2114,lowercase_single_word,exact,mm,n,1,exact,mm,exact,mm,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mobile,1,2115,lowercase_single_word,exact,mobile,a|n,6,exact,mobile,exact,mobile,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
modem,1,2118,lowercase_single_word,exact,modem,n,1,none,,exact,modem,N,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
modest,1,2120,lowercase_single_word,exact,modest,a,7,exact,modest,exact,modest,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Mom,1,2121,initial_uppercase,casefold,mom,n,1,casefold,mom,casefold,mom,N,,,none,3,proper_name_or_capitalization_review,开放词典仅以其他大小写形式匹配，需判断是否误大写
mommy,1,2123,lowercase_single_word,exact,mommy,n,1,none,,exact,mommy,N,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
monument,1,2129,lowercase_single_word,exact,monument,n,3,exact,monument,exact,monument,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
moon cake,1,2131,multiword,none,,,0,none,,none,,,,,none,0,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
mop,1,2132,lowercase_single_word,exact,mop,n|v,3,exact,mop,exact,mop,N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Moscow,1,2136,initial_uppercase,none,,,0,none,,exact,Moscow,N,,,none,1,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
Moslem,1,2137,initial_uppercase,exact,Moslem,a|n,2,exact,Moslem,exact,Moslem,A|N,,,none,3,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
motherland,1,2141,lowercase_single_word,exact,motherland,n,1,exact,motherland,exact,motherland,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
motivation,1,2142,lowercase_single_word,exact,motivation,n,3,exact,motivation,exact,motivation,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
motorbike,1,2144,lowercase_single_word,exact,motorbike,n|v,2,exact,motorbike,exact,motorbike,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
motorcycle,1,2145,lowercase_single_word,exact,motorcycle,n|v,2,exact,motorcycle,exact,motorcycle,N|i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
motto,1,2146,lowercase_single_word,exact,motto,n,1,exact,motto,exact,motto,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mountainous,1,2148,lowercase_single_word,exact,mountainous,a,3,exact,mountainous,exact,mountainous,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mourn,1,2149,lowercase_single_word,exact,mourn,v,2,exact,mourn,exact,mourn,V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
moustache,1,2151,lowercase_single_word,exact,moustache,n,1,exact,moustache,exact,moustache,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mouthful,1,2153,lowercase_single_word,exact,mouthful,n,2,exact,mouthful,exact,mouthful,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
muddy,1,2163,lowercase_single_word,exact,muddy,a|v,7,exact,muddy,exact,muddy,A|N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
multiply,1,2164,lowercase_single_word,exact,multiply,r|v,6,exact,multiply,exact,multiply,V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
musical,1,2169,lowercase_single_word,exact,musical,a|n,5,exact,musical,exact,musical,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mustard,1,2172,lowercase_single_word,exact,mustard,n,3,exact,mustard,exact,mustard,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
mutton,1,2173,lowercase_single_word,exact,mutton,n,1,exact,mutton,exact,mutton,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
nationwide,1,2182,lowercase_single_word,exact,nationwide,a|r,2,exact,nationwide,exact,nationwide,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
necklace,1,2193,lowercase_single_word,exact,necklace,n,1,exact,necklace,exact,necklace,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
necktie,1,2194,lowercase_single_word,exact,necktie,n,1,exact,necktie,exact,necktie,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
New York,1,2208,multiword,none,,,0,exact,New York,exact,New York,h,,,none,2,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
New Zealand,1,2209,multiword,none,,,0,exact,New Zealand,exact,New Zealand,h,,,none,2,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
New Zealander,1,2210,multiword,exact,New Zealander,a|n,2,none,,exact,New Zealander,h,,,none,2,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
night-club,1,2217,hyphenated,none,,,0,none,,exact,night-club,i,,,none,1,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
No.,1,2223,initial_uppercase,casefold,no.,n,1,none,,none,,,,,none,1,proper_name_or_capitalization_review,开放词典仅以其他大小写形式匹配，需判断是否误大写
noisily,1,2228,lowercase_single_word,exact,noisily,r,1,none,,exact,noisily,v,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
non-stop,1,2231,hyphenated,none,,,0,none,,none,,,,,none,0,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
non-violent,1,2232,hyphenated,none,,,0,none,,none,,,,,none,0,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
northeast,1,2238,lowercase_single_word,exact,northeast,a|n|r,6,exact,northeast,exact,northeast,A|N|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
northwards,1,2240,lowercase_single_word,exact,northwards,r,1,exact,northwards,exact,northwards,v,northward,northward:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
northwest,1,2241,lowercase_single_word,exact,northwest,a|n|r,6,exact,northwest,exact,northwest,A|N|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
numb,1,2255,lowercase_single_word,exact,numb,a|v,4,exact,numb,exact,numb,A|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
nursery,1,2258,lowercase_single_word,exact,nursery,n,1,exact,nursery,exact,nursery,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
nursing,1,2259,lowercase_single_word,exact,nursing,n,3,none,,none,,,nurse,nurse:OEWN+MobyWords+MobyPOS,none,1,modern_lexical_review,OEWN 有词形证据，Moby 未匹配；复核词义、难度与学习价值
nylon,1,2262,lowercase_single_word,exact,nylon,n,2,exact,nylon,exact,nylon,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
obey,1,2263,lowercase_single_word,exact,obey,v,1,exact,obey,exact,obey,V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
obvious,1,2267,lowercase_single_word,exact,obvious,a,1,exact,obvious,exact,obvious,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Oceania,1,2271,initial_uppercase,none,,,0,exact,Oceania,exact,Oceania,N,,,none,2,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
offence,1,2276,lowercase_single_word,exact,offence,n,5,exact,offence,exact,offence,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
offshore,1,2281,lowercase_single_word,exact,offshore,a|r,3,exact,offshore,exact,offshore,A|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
oh,1,2283,lowercase_single_word,none,,,0,exact,oh,exact,oh,!,,,none,2,legacy_lexicon_review,仅 Moby 有词形证据；可能生僻、旧式或专名，需谨慎复核
oilfield,1,2285,lowercase_single_word,exact,oilfield,n,1,none,,exact,oilfield,N,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Olympic,1,2288,initial_uppercase,exact,Olympic,a,2,exact,Olympic,exact,Olympic,A,,,none,3,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
Olympic Games,1,2289,multiword,exact,Olympic Games,n,2,exact,Olympic Games,exact,Olympic Games,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
omelette,1,2290,lowercase_single_word,exact,omelette,n,1,none,,exact,omelette,N,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
oneself,1,2294,lowercase_single_word,none,,,0,exact,oneself,exact,oneself,r,,,none,2,legacy_lexicon_review,仅 Moby 有词形证据；可能生僻、旧式或专名，需谨慎复核
opener,1,2299,lowercase_single_word,exact,opener,n,3,exact,opener,exact,opener,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
opening,1,2300,lowercase_single_word,exact,opening,a|n,14,exact,opening,exact,opening,N,open,open:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
opera house,1,2302,multiword,exact,opera house,n,1,exact,opera house,exact,opera house,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
operate,1,2303,lowercase_single_word,exact,operate,v,6,exact,operate,exact,operate,V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
optional,1,2310,lowercase_single_word,exact,optional,a,1,exact,optional,exact,optional,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
oral,1,2312,lowercase_single_word,exact,oral,a|n,5,exact,oral,exact,oral,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
organise,1,2319,lowercase_single_word,exact,organise,v,6,none,,exact,organise,i|t,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
organiser,1,2320,lowercase_single_word,exact,organiser,n,3,none,,none,,,,,none,1,modern_lexical_review,OEWN 有词形证据，Moby 未匹配；复核词义、难度与学习价值
Ottawa,1,2325,initial_uppercase,exact,Ottawa,n,1,none,,exact,Ottawa,N,,,none,2,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
ouch,1,2326,lowercase_single_word,none,,,0,exact,ouch,exact,ouch,!|N,,,none,2,legacy_lexicon_review,仅 Moby 有词形证据；可能生僻、旧式或专名，需谨慎复核
ought,1,2327,lowercase_single_word,none,,,0,exact,ought,exact,ought,N|V|v,,,none,2,legacy_lexicon_review,仅 Moby 有词形证据；可能生僻、旧式或专名，需谨慎复核
outdoors,1,2333,lowercase_single_word,exact,outdoors,n|r,2,exact,outdoors,exact,outdoors,N|v,outdoor,outdoor:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
outer,1,2334,lowercase_single_word,exact,outer,a,3,exact,outer,exact,outer,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
outing,1,2336,lowercase_single_word,exact,outing,n,2,exact,outing,exact,outing,N,out,out:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
outspoken,1,2340,lowercase_single_word,exact,outspoken,a,2,exact,outspoken,exact,outspoken,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
outward,1,2342,lowercase_single_word,exact,outward,a|r,3,exact,outward,exact,outward,A|N|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
oval,1,2343,lowercase_single_word,exact,oval,a|n,2,exact,oval,exact,oval,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
overcoat,1,2345,lowercase_single_word,exact,overcoat,n,2,exact,overcoat,exact,overcoat,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
overhead,1,2347,lowercase_single_word,exact,overhead,a|n|r,9,exact,overhead,exact,overhead,A|N|v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
overlook,1,2348,lowercase_single_word,exact,overlook,n|v,6,exact,overlook,exact,overlook,N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
overweight,1,2349,lowercase_single_word,exact,overweight,a|n,2,exact,overweight,exact,overweight,A|N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
owner,1,2352,lowercase_single_word,exact,owner,n,2,exact,owner,exact,owner,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
ownership,1,2353,lowercase_single_word,exact,ownership,n,3,exact,ownership,exact,ownership,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
ox,1,2354,lowercase_single_word,exact,ox,n,2,exact,ox,exact,ox,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
P.C.,1,2410,all_uppercase,none,,,0,exact,P.C.,none,,,,,none,1,special_reference_review,全大写形式可能是缩写、机构名或特殊标签，需单独核实
packet,1,2361,lowercase_single_word,exact,packet,n,4,exact,packet,exact,packet,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
paddle,1,2362,lowercase_single_word,exact,paddle,n|v,10,exact,paddle,exact,paddle,N|V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
painful,1,2365,lowercase_single_word,exact,painful,a,4,exact,painful,exact,painful,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
painter,1,2367,lowercase_single_word,exact,painter,n,4,exact,painter,exact,painter,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
painting,1,2368,lowercase_single_word,exact,painting,n,4,exact,painting,exact,painting,N,paint,paint:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
paperwork,1,2377,lowercase_single_word,exact,paperwork,n,1,none,,exact,paperwork,N,,,none,2,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
parallel,1,2379,lowercase_single_word,exact,parallel,a|n|v,8,exact,parallel,exact,parallel,A|N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Paris,1,2383,initial_uppercase,none,,,0,exact,Paris,exact,Paris,A|N,,,none,2,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
parrot,1,2387,lowercase_single_word,exact,parrot,n|v,3,exact,parrot,exact,parrot,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
part-time,1,2393,hyphenated,exact,part-time,a|r,2,exact,part-time,exact,part-time,A|v,,,none,3,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
partly,1,2391,lowercase_single_word,exact,partly,r,1,exact,partly,exact,partly,v,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
passer-by,1,2398,hyphenated,exact,passer-by,n,1,exact,passer-by,exact,passer-by,N,,,none,3,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
pause,1,2407,lowercase_single_word,exact,pause,n|v,4,exact,pause,exact,pause,N|i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
pea,1,2411,lowercase_single_word,exact,pea,n,3,exact,pea,exact,pea,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
peaceful,1,2413,lowercase_single_word,exact,peaceful,a,2,exact,peaceful,exact,peaceful,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
peach,1,2414,lowercase_single_word,exact,peach,n|v,5,exact,peach,exact,peach,N|i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
peasant,1,2416,lowercase_single_word,exact,peasant,n,3,exact,peasant,exact,peasant,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
pedestrian,1,2417,lowercase_single_word,exact,pedestrian,a|n,2,exact,pedestrian,exact,pedestrian,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
pen-friend,1,2421,hyphenated,exact,pen-friend,n,1,none,,none,,,,,none,1,hyphenated_form_review,连字符形式可能有开放式、闭合式等变体，需确定规范词形
