word,relevance_score,relevance_recommendation,bnc_rank,contemporary_rank,oewn_pos,oewn_lexicographer_classes,theme_candidates,theme_assignment_status,independent_inclusion_reason,final_status
inn,8,frequency_supported_extension,3852,6591,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3852；当代语料 6591；评分 8/9）,priority_candidate_needs_semantic_review
insert,9,frequency_supported_extension,3796,4301,n|v,noun.act|noun.artifact|noun.communication|verb.change|verb.communication|verb.contact,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3796；当代语料 4301；评分 9/9）,priority_candidate_needs_semantic_review
inspect,8,frequency_supported_extension,4286,5031,v,verb.cognition|verb.motion|verb.perception,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4286；当代语料 5031；评分 8/9）,priority_candidate_needs_semantic_review
instruct,9,frequency_supported_extension,3820,4243,v,verb.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3820；当代语料 4243；评分 9/9）,priority_candidate_needs_semantic_review
insure,7,frequency_supported_extension,5378,6180,v,verb.cognition|verb.communication|verb.possession,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5378；当代语料 6180；评分 7/9）,priority_candidate_needs_semantic_review
intelligence,9,frequency_supported_extension,2444,1417,n,noun.act|noun.cognition|noun.communication|noun.group,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2444；当代语料 1417；评分 9/9）,priority_candidate_needs_semantic_review
interpreter,7,frequency_supported_extension,7208,5628,n,noun.communication|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 7208；当代语料 5628；评分 7/9）,priority_candidate_needs_semantic_review
interval,9,frequency_supported_extension,2689,4646,n,noun.attribute|noun.cognition|noun.communication|noun.time,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2689；当代语料 4646；评分 9/9）,priority_candidate_needs_semantic_review
inventor,6,secondary_relevance_review,10125,8188,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 10125；当代语料 8188；评分 6/9）,pending_theme_review
invitation,9,frequency_supported_extension,3177,4072,n,noun.attribute|noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3177；当代语料 4072；评分 9/9）,priority_candidate_needs_semantic_review
irrigate,4,secondary_relevance_review,26536,16313,v,verb.body|verb.change,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 26536；当代语料 16313；评分 4/9）,pending_theme_review
irrigation,6,secondary_relevance_review,12413,6974,n,noun.act,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 12413；当代语料 6974；评分 6/9）,pending_theme_review
jar,8,frequency_supported_extension,5688,4262,n|v,noun.artifact|noun.event|noun.quantity|verb.contact|verb.emotion|verb.motion|verb.stative,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5688；当代语料 4262；评分 8/9）,priority_candidate_needs_semantic_review
jeep,7,frequency_supported_extension,8186,9569,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 8186；当代语料 9569；评分 7/9）,priority_candidate_needs_semantic_review
jet,9,frequency_supported_extension,3846,3144,a|n|v,adj.all|noun.artifact|noun.event|noun.phenomenon|noun.substance|verb.contact|verb.motion,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3846；当代语料 3144；评分 9/9）,priority_candidate_needs_semantic_review
jewel,7,frequency_supported_extension,6409,6074,n|v,noun.artifact|noun.person|verb.creation,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 6409；当代语料 6074；评分 7/9）,priority_candidate_needs_semantic_review
jewelry,4,secondary_relevance_review,,4187,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 无有效排名；当代语料 4187；评分 4/9）,pending_theme_review
juicy,6,secondary_relevance_review,14477,8742,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 14477；当代语料 8742；评分 6/9）,pending_theme_review
junk,7,frequency_supported_extension,7753,5130,n|v,noun.artifact|noun.substance|verb.possession,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 7753；当代语料 5130；评分 7/9）,priority_candidate_needs_semantic_review
keeper,8,frequency_supported_extension,4146,7388,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4146；当代语料 7388；评分 8/9）,priority_candidate_needs_semantic_review
kindness,7,frequency_supported_extension,7000,7682,n,noun.act|noun.attribute,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 7000；当代语料 7682；评分 7/9）,priority_candidate_needs_semantic_review
labourer,5,secondary_relevance_review,5556,32892,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 5556；当代语料 32892；评分 5/9）,pending_theme_review
ladder,9,frequency_supported_extension,4136,4505,n|v,noun.artifact|noun.event|noun.state|verb.change,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4136；当代语料 4505；评分 9/9）,priority_candidate_needs_semantic_review
lame,6,secondary_relevance_review,11787,9982,a|n|v,adj.all|noun.artifact|noun.person|verb.body,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 11787；当代语料 9982；评分 6/9）,pending_theme_review
laser,9,frequency_supported_extension,4841,3896,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4841；当代语料 3896；评分 9/9）,priority_candidate_needs_semantic_review
lately,8,frequency_supported_extension,6088,4028,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 6088；当代语料 4028；评分 8/9）,priority_candidate_needs_semantic_review
latest,0,hold_without_more_evidence,,,a|n,adj.all|noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 无有效排名；当代语料 无有效排名；评分 0/9）,hold
latter,9,frequency_supported_extension,1251,2725,a|n,adj.all|noun.relation,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1251；当代语料 2725；评分 9/9）,priority_candidate_needs_semantic_review
laughter,9,frequency_supported_extension,3321,3397,n,noun.act|noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3321；当代语料 3397；评分 9/9）,priority_candidate_needs_semantic_review
laundry,8,frequency_supported_extension,7707,4940,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 7707；当代语料 4940；评分 8/9）,priority_candidate_needs_semantic_review
lavatory,6,secondary_relevance_review,7030,19680,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 7030；当代语料 19680；评分 6/9）,pending_theme_review
leading,9,frequency_supported_extension,1551,2188,a|n-1|n-2,adj.all|noun.act|noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1551；当代语料 2188；评分 9/9）,priority_candidate_needs_semantic_review
learned,6,secondary_relevance_review,6667,10842,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 6667；当代语料 10842；评分 6/9）,pending_theme_review
leftover,5,secondary_relevance_review,22683,9769,a|n,adj.all|noun.relation,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 22683；当代语料 9769；评分 5/9）,pending_theme_review
lemonade,5,secondary_relevance_review,15571,11562,n,noun.food,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 15571；当代语料 11562；评分 5/9）,pending_theme_review
liberate,7,frequency_supported_extension,8543,7492,v,verb.creation|verb.social,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 8543；当代语料 7492；评分 7/9）,priority_candidate_needs_semantic_review
lid,9,frequency_supported_extension,4537,4658,n,noun.artifact|noun.body,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4537；当代语料 4658；评分 9/9）,priority_candidate_needs_semantic_review
lifetime,9,frequency_supported_extension,3623,2767,n,noun.time,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3623；当代语料 2767；评分 9/9）,priority_candidate_needs_semantic_review
lightning,8,frequency_supported_extension,6393,4562,n,noun.event|noun.phenomenon,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6393；当代语料 4562；评分 8/9）,priority_candidate_needs_semantic_review
lip,9,frequency_supported_extension,1452,1582,n,noun.animal|noun.artifact|noun.body|noun.communication|noun.plant,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 1452；当代语料 1582；评分 9/9）,priority_candidate_needs_semantic_review
litre,3,hold_without_more_evidence,5726,,n,noun.quantity,人与自然,machine_candidate_needs_review,独立语料频率支持不足（BNC 5726；当代语料 无有效排名；评分 3/9）,hold
loaf,7,frequency_supported_extension,7776,6892,n|v,noun.food|verb.stative,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 7776；当代语料 6892；评分 7/9）,priority_candidate_needs_semantic_review
locust,4,secondary_relevance_review,21741,15256,n,noun.animal|noun.plant,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 21741；当代语料 15256；评分 4/9）,pending_theme_review
lorry,6,secondary_relevance_review,3524,24926,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 3524；当代语料 24926；评分 6/9）,pending_theme_review
loudly,7,frequency_supported_extension,5440,5687,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 5440；当代语料 5687；评分 7/9）,priority_candidate_needs_semantic_review
loudspeaker,5,secondary_relevance_review,14516,12875,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 14516；当代语料 12875；评分 5/9）,pending_theme_review
lounge,8,frequency_supported_extension,4410,5990,n|v,noun.artifact|verb.contact|verb.stative,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4410；当代语料 5990；评分 8/9）,priority_candidate_needs_semantic_review
luggage,7,frequency_supported_extension,7156,7333,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 7156；当代语料 7333；评分 7/9）,priority_candidate_needs_semantic_review
maid,7,frequency_supported_extension,5166,6044,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5166；当代语料 6044；评分 7/9）,priority_candidate_needs_semantic_review
mailbox,5,secondary_relevance_review,35234,9004,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 35234；当代语料 9004；评分 5/9）,pending_theme_review
mainland,7,frequency_supported_extension,5381,6208,n,noun.object,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5381；当代语料 6208；评分 7/9）,priority_candidate_needs_semantic_review
maple,6,secondary_relevance_review,10494,5571,n,noun.plant,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 10494；当代语料 5571；评分 6/9）,pending_theme_review
marble,9,frequency_supported_extension,4199,4819,n|v,noun.artifact|noun.substance|verb.creation,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4199；当代语料 4819；评分 9/9）,priority_candidate_needs_semantic_review
married,9,frequency_supported_extension,1742,1610,a|n,adj.all|adj.pert|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1742；当代语料 1610；评分 9/9）,priority_candidate_needs_semantic_review
mask,9,frequency_supported_extension,4312,2893,n|v,noun.act|noun.artifact|noun.group|verb.contact|verb.perception,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4312；当代语料 2893；评分 9/9）,priority_candidate_needs_semantic_review
mat,7,frequency_supported_extension,6419,5639,a|n|v,adj.all|noun.artifact|noun.attribute|noun.object|verb.change|verb.contact,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6419；当代语料 5639；评分 7/9）,priority_candidate_needs_semantic_review
meanwhile,9,frequency_supported_extension,1886,1847,n|r,adv.all|noun.time,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 1886；当代语料 1847；评分 9/9）,priority_candidate_needs_semantic_review
melon,6,secondary_relevance_review,12740,9886,n,noun.food|noun.plant,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 12740；当代语料 9886；评分 6/9）,pending_theme_review
memorize,5,secondary_relevance_review,21017,8276,v,verb.cognition,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 21017；当代语料 8276；评分 5/9）,pending_theme_review
mend,6,secondary_relevance_review,7566,10849,n|v,noun.act|noun.artifact|verb.change,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 7566；当代语料 10849；评分 6/9）,pending_theme_review
mentally,9,frequency_supported_extension,3531,4365,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3531；当代语料 4365；评分 9/9）,priority_candidate_needs_semantic_review
merchant,9,frequency_supported_extension,2755,4126,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2755；当代语料 4126；评分 9/9）,priority_candidate_needs_semantic_review
merciful,5,secondary_relevance_review,19546,17622,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 19546；当代语料 17622；评分 5/9）,pending_theme_review
messy,7,frequency_supported_extension,9558,6651,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 9558；当代语料 6651；评分 7/9）,priority_candidate_needs_semantic_review
microwave,7,frequency_supported_extension,7268,5846,n|v,noun.artifact|noun.phenomenon|verb.change,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 7268；当代语料 5846；评分 7/9）,priority_candidate_needs_semantic_review
midday,7,frequency_supported_extension,7619,9129,n,noun.time,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 7619；当代语料 9129；评分 7/9）,priority_candidate_needs_semantic_review
millionaire,7,frequency_supported_extension,7695,6769,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 7695；当代语料 6769；评分 7/9）,priority_candidate_needs_semantic_review
minibus,4,secondary_relevance_review,15504,27815,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 15504；当代语料 27815；评分 4/9）,pending_theme_review
miniskirt,2,hold_without_more_evidence,45253,20289,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 45253；当代语料 20289；评分 2/9）,hold
ministry,9,frequency_supported_extension,1717,4242,n,noun.act|noun.artifact|noun.group,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1717；当代语料 4242；评分 9/9）,priority_candidate_needs_semantic_review
minus,8,frequency_supported_extension,4789,8628,a|n,adj.all|noun.act,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4789；当代语料 8628；评分 8/9）,priority_candidate_needs_semantic_review
mistaken,6,secondary_relevance_review,9508,12710,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 9508；当代语料 12710；评分 6/9）,pending_theme_review
misunderstand,7,frequency_supported_extension,8418,8287,v,verb.cognition,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 8418；当代语料 8287；评分 7/9）,priority_candidate_needs_semantic_review
mm,7,frequency_supported_extension,266,15832,n,noun.quantity,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 266；当代语料 15832；评分 7/9）,priority_candidate_needs_semantic_review
mobile,9,frequency_supported_extension,4468,4686,a|n,adj.all|noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4468；当代语料 4686；评分 9/9）,priority_candidate_needs_semantic_review
modem,7,frequency_supported_extension,9165,5518,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 9165；当代语料 5518；评分 7/9）,priority_candidate_needs_semantic_review
modest,9,frequency_supported_extension,3176,3101,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3176；当代语料 3101；评分 9/9）,priority_candidate_needs_semantic_review
mommy,4,secondary_relevance_review,47154,9690,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 47154；当代语料 9690；评分 4/9）,pending_theme_review
monument,9,frequency_supported_extension,4736,4066,n,noun.artifact|noun.location,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4736；当代语料 4066；评分 9/9）,priority_candidate_needs_semantic_review
mop,5,secondary_relevance_review,11184,12312,n|v,noun.artifact|verb.body|verb.contact,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 11184；当代语料 12312；评分 5/9）,pending_theme_review
motherland,3,hold_without_more_evidence,26292,23389,n,noun.location,人与自然,machine_candidate_needs_review,独立语料频率支持不足（BNC 26292；当代语料 23389；评分 3/9）,hold
motivation,9,frequency_supported_extension,3870,3126,n,noun.Tops|noun.act|noun.state,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3870；当代语料 3126；评分 9/9）,priority_candidate_needs_semantic_review
motorbike,4,secondary_relevance_review,10026,22347,n|v,noun.artifact|verb.motion,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 10026；当代语料 22347；评分 4/9）,pending_theme_review
motorcycle,7,frequency_supported_extension,9757,6059,n|v,noun.artifact|verb.motion,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 9757；当代语料 6059；评分 7/9）,priority_candidate_needs_semantic_review
motto,7,frequency_supported_extension,9695,9048,n,noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 9695；当代语料 9048；评分 7/9）,priority_candidate_needs_semantic_review
mountainous,5,secondary_relevance_review,14181,12342,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 14181；当代语料 12342；评分 5/9）,pending_theme_review
mourn,7,frequency_supported_extension,9545,6768,v,verb.emotion,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 9545；当代语料 6768；评分 7/9）,priority_candidate_needs_semantic_review
moustache,6,secondary_relevance_review,7198,16314,n,noun.body,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 7198；当代语料 16314；评分 6/9）,pending_theme_review
mouthful,6,secondary_relevance_review,9085,13176,n,noun.food|noun.quantity,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 9085；当代语料 13176；评分 6/9）,pending_theme_review
muddy,7,frequency_supported_extension,7679,6484,a|v,adj.all|verb.change|verb.cognition|verb.contact,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 7679；当代语料 6484；评分 7/9）,priority_candidate_needs_semantic_review
multiply,7,frequency_supported_extension,5028,6148,r|v,adv.all|verb.body|verb.change|verb.cognition,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5028；当代语料 6148；评分 7/9）,priority_candidate_needs_semantic_review
musical,9,frequency_supported_extension,2771,2097,a|n,adj.all|adj.pert|noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2771；当代语料 2097；评分 9/9）,priority_candidate_needs_semantic_review
mustard,7,frequency_supported_extension,8963,6095,n,noun.food|noun.plant,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 8963；当代语料 6095；评分 7/9）,priority_candidate_needs_semantic_review
mutton,4,secondary_relevance_review,15305,22179,n,noun.food,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 15305；当代语料 22179；评分 4/9）,pending_theme_review
nationwide,8,frequency_supported_extension,7933,4929,a|r,adj.all|adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 7933；当代语料 4929；评分 8/9）,priority_candidate_needs_semantic_review
necklace,6,secondary_relevance_review,10178,6583,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 10178；当代语料 6583；评分 6/9）,pending_theme_review
necktie,3,hold_without_more_evidence,42992,17026,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 42992；当代语料 17026；评分 3/9）,hold
noisily,5,secondary_relevance_review,12642,16141,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 12642；当代语料 16141；评分 5/9）,pending_theme_review
northeast,7,frequency_supported_extension,16006,4122,a|n|r,adj.all|adv.all|noun.location|noun.relation,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 16006；当代语料 4122；评分 7/9）,priority_candidate_needs_semantic_review
northwards,3,hold_without_more_evidence,11689,43874,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持不足（BNC 11689；当代语料 43874；评分 3/9）,hold
northwest,7,frequency_supported_extension,14975,3403,a|n|r,adj.all|adv.all|noun.location|noun.relation,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 14975；当代语料 3403；评分 7/9）,priority_candidate_needs_semantic_review
numb,6,secondary_relevance_review,12639,9317,a|v,adj.all|verb.perception,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 12639；当代语料 9317；评分 6/9）,pending_theme_review
nursery,8,frequency_supported_extension,3383,5632,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3383；当代语料 5632；评分 8/9）,priority_candidate_needs_semantic_review
nylon,7,frequency_supported_extension,7129,8449,n,noun.artifact|noun.substance,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 7129；当代语料 8449；评分 7/9）,priority_candidate_needs_semantic_review
obey,8,frequency_supported_extension,4952,5672,v,verb.social,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4952；当代语料 5672；评分 8/9）,priority_candidate_needs_semantic_review
obvious,9,frequency_supported_extension,1173,1689,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 1173；当代语料 1689；评分 9/9）,priority_candidate_needs_semantic_review
offence,6,secondary_relevance_review,1550,22003,n,noun.act|noun.feeling|noun.group,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 1550；当代语料 22003；评分 6/9）,pending_theme_review
offshore,7,frequency_supported_extension,7349,7765,a|r,adj.all|adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 7349；当代语料 7765；评分 7/9）,priority_candidate_needs_semantic_review
oilfield,1,hold_without_more_evidence,26075,,n,noun.location,人与自然,machine_candidate_needs_review,独立语料频率支持不足（BNC 26075；当代语料 无有效排名；评分 1/9）,hold
omelette,4,secondary_relevance_review,15720,22503,n,noun.food,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 15720；当代语料 22503；评分 4/9）,pending_theme_review
opener,6,secondary_relevance_review,10456,7761,n,noun.artifact|noun.event|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 10456；当代语料 7761；评分 6/9）,pending_theme_review
opening,9,frequency_supported_extension,1730,1940,a|n,adj.all|noun.act|noun.artifact|noun.body|noun.cognition|noun.communication|noun.event|noun.object|noun.state,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 1730；当代语料 1940；评分 9/9）,priority_candidate_needs_semantic_review
operate,9,frequency_supported_extension,970,1309,v,verb.body|verb.competition|verb.contact|verb.social,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 970；当代语料 1309；评分 9/9）,priority_candidate_needs_semantic_review
optional,7,frequency_supported_extension,5815,5692,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 5815；当代语料 5692；评分 7/9）,priority_candidate_needs_semantic_review
oral,9,frequency_supported_extension,3468,3875,a|n,adj.all|adj.pert|noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3468；当代语料 3875；评分 9/9）,priority_candidate_needs_semantic_review
organise,4,secondary_relevance_review,1672,,v,verb.change|verb.cognition|verb.creation|verb.social,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 1672；当代语料 无有效排名；评分 4/9）,pending_theme_review
outdoors,6,secondary_relevance_review,15004,7559,n|r,adv.all|noun.location,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 15004；当代语料 7559；评分 6/9）,pending_theme_review
outer,9,frequency_supported_extension,3097,3698,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3097；当代语料 3698；评分 9/9）,priority_candidate_needs_semantic_review
outing,7,frequency_supported_extension,6382,7723,n,noun.act|noun.time,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6382；当代语料 7723；评分 7/9）,priority_candidate_needs_semantic_review
outspoken,6,secondary_relevance_review,11487,8801,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 11487；当代语料 8801；评分 6/9）,pending_theme_review
outward,7,frequency_supported_extension,8743,8599,a|r,adj.all|adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 8743；当代语料 8599；评分 7/9）,priority_candidate_needs_semantic_review
oval,7,frequency_supported_extension,9791,6604,a|n,adj.all|noun.shape,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 9791；当代语料 6604；评分 7/9）,priority_candidate_needs_semantic_review
overcoat,5,secondary_relevance_review,10596,12679,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 10596；当代语料 12679；评分 5/9）,pending_theme_review
overhead,7,frequency_supported_extension,7523,5527,a|n|r,adj.all|adv.all|noun.act|noun.artifact|noun.location|noun.possession|noun.time,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 7523；当代语料 5527；评分 7/9）,priority_candidate_needs_semantic_review
overlook,9,frequency_supported_extension,3391,3139,n|v,noun.location|verb.cognition|verb.perception|verb.stative,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3391；当代语料 3139；评分 9/9）,priority_candidate_needs_semantic_review
overweight,6,secondary_relevance_review,10207,6628,a|n,adj.all|noun.attribute,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 10207；当代语料 6628；评分 6/9）,pending_theme_review
owner,9,frequency_supported_extension,1153,1021,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1153；当代语料 1021；评分 9/9）,priority_candidate_needs_semantic_review
ownership,9,frequency_supported_extension,2672,3585,n,noun.act|noun.possession|noun.state,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2672；当代语料 3585；评分 9/9）,priority_candidate_needs_semantic_review
ox,2,hold_without_more_evidence,11804,,n,noun.animal,人与自然,machine_candidate_needs_review,独立语料频率支持不足（BNC 11804；当代语料 无有效排名；评分 2/9）,hold
packet,8,frequency_supported_extension,3805,6240,n,noun.artifact|noun.communication|noun.group,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3805；当代语料 6240；评分 8/9）,priority_candidate_needs_semantic_review
paddle,6,secondary_relevance_review,10365,9187,n|v,noun.artifact|verb.contact|verb.motion|verb.social,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 10365；当代语料 9187；评分 6/9）,pending_theme_review
painful,9,frequency_supported_extension,3638,3034,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3638；当代语料 3034；评分 9/9）,priority_candidate_needs_semantic_review
painter,9,frequency_supported_extension,3579,3322,n,noun.animal|noun.artifact|noun.person,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3579；当代语料 3322；评分 9/9）,priority_candidate_needs_semantic_review
painting,9,frequency_supported_extension,1348,1056,n,noun.act|noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 1348；当代语料 1056；评分 9/9）,priority_candidate_needs_semantic_review
paperwork,7,frequency_supported_extension,8494,6838,n,noun.act,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 8494；当代语料 6838；评分 7/9）,priority_candidate_needs_semantic_review
