sequence,record_id,word,variants,dataset_layer,curriculum_level,parts_of_speech,definitions_zh,selected_source_sense_ids,oewn_match_status,definition_method,qa_status,qa_notes
2111,release-word-2111,punish,,curriculum,compulsory_education,verb,verb：惩罚；处罚,punish%2:41:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2112,release-word-2112,pupil,,curriculum,compulsory_education,noun,noun：学生；小学生；瞳孔,pupil%1:18:00:: | pupil%1:08:00:: | pupil%1:18:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2113,release-word-2113,purchase,,curriculum,high_school_selective_compulsory,noun; verb,noun：购买；购买物 | verb：购买；赢得,purchase%1:04:00:: | purchase%1:21:00:: | purchase%1:19:01:: | purchase%1:19:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2114,release-word-2114,pure,,curriculum,high_school_selective_compulsory,adjective,adjective：纯的；纯净的；完全的；纯正的,pure%3:00:02:: | pure%5:00:00:unmitigated:00 | pure%3:00:04:: | pure%5:00:00:harmonious:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2115,release-word-2115,purple,,curriculum,compulsory_education,adjective; noun,adjective：紫色的；华丽的 | noun：紫色；紫袍,purple%5:00:00:chromatic:00 | purple%5:00:00:rhetorical:00 | purple%5:00:00:noble:02 | purple%1:07:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2116,release-word-2116,purpose,,curriculum,compulsory_education,noun; verb,noun：目的；意图；用途 | verb：打算；决意,purpose%1:09:00:: | purpose%1:07:00:: | purpose%1:07:01:: | purpose%2:31:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2117,release-word-2117,purse,,curriculum,high_school_selective_compulsory,noun; verb,noun：钱包；手提包；资金 | verb：噘嘴；使收缩,purse%1:06:00:: | purse%1:21:01:: | purse%1:06:02:: | purse%1:21:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2118,release-word-2118,pursue,,curriculum,high_school_selective_compulsory,verb,verb：追求；追赶；从事；继续进行,pursue%2:41:00:: | pursue%2:38:00:: | pursue%2:35:00:: | pursue%2:41:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2119,release-word-2119,push,,curriculum,compulsory_education,verb; noun,verb：推；推动；催促 | noun：推；努力；攻势,push%1:04:00:: | push%1:19:00:: | push%1:07:00:: | push%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2120,release-word-2120,put,,curriculum,compulsory_education,verb,verb：放；安置；表达；使处于,put%1:04:00:: | put%2:35:00:: | put%2:35:05:: | put%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2121,release-word-2121,qualification,,curriculum,high_school_selective_compulsory,noun,noun：资格；资历；限制条件,qualification%1:07:00:: | qualification%1:04:00:: | qualification%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2122,release-word-2122,qualify,,curriculum,high_school_selective_compulsory,verb,verb：取得资格；使合格；限定；修饰,qualify%2:42:00:: | qualify%2:32:02:: | qualify%2:30:02:: | qualify%2:30:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2123,release-word-2123,quality,,curriculum,high_school_compulsory,noun; adjective,noun：质量；品质；特征 | adjective：优质的；上流的,quality%5:00:00:superior:02 | quality%5:00:00:upper-class:00 | quality%1:07:00:: | quality%1:07:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2124,release-word-2124,quantity,,curriculum,high_school_selective_compulsory,noun,noun：数量；大量；量,quantity%1:03:00:: | quantity%1:07:00:: | quantity%1:09:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2125,release-word-2125,quarter,,curriculum,compulsory_education,noun; verb,noun：四分之一；一刻钟；季度；地区 | verb：把……四等分,quarter%1:23:01:: | quarter%1:15:00:: | quarter%1:28:01:: | quarter%1:28:03::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2126,release-word-2126,queen,,curriculum,compulsory_education,noun; verb,noun：女王；王后；王棋；蜂王 | verb：使成为王后,queen%1:05:01:: | queen%1:18:00:: | queen%1:18:01:: | queen%1:18:04::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2127,release-word-2127,question,,curriculum,compulsory_education,noun; verb,noun：问题；疑问；议题 | verb：询问；质疑,question%1:10:00:: | question%1:10:01:: | question%1:10:03:: | question%1:07:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2128,release-word-2128,quick,,curriculum,compulsory_education,adjective; adverb; noun,adjective：快的；迅速的；敏捷的；聪明的 | adverb：迅速地 | noun：敏感部位,quick%5:00:00:fast:01 | quick%5:00:00:hurried:00 | quick%5:00:00:active:01 | quick%5:00:00:intelligent:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,副词和名词义依据基础英语常用义补充。
2129,release-word-2129,quiet,,curriculum,compulsory_education,adjective; noun; verb,adjective：安静的；平静的；低调的 | noun：安静 | verb：使安静,quiet%3:00:02:: | quiet%3:00:01:: | quiet%5:00:00:unostentatious:00 | quiet%5:00:00:soft:04,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词和动词义依据基础英语常用义补充。
2130,release-word-2130,quit,,curriculum,high_school_compulsory,verb,verb：停止；辞职；离开；放弃,quit%2:42:04:: | quit%2:41:00:: | quit%2:38:00:: | quit%2:40:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2131,release-word-2131,quite,,curriculum,compulsory_education,adverb,adverb：相当；完全；确实,quite%4:02:02:: | quite%4:02:01:: | quite%4:02:03:: | quite%4:02:04::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2132,release-word-2132,quote,,curriculum,high_school_selective_compulsory,verb; noun,verb：引用；报价 | noun：引语；报价,quote%1:10:00:: | quote%1:10:01:: | quote%2:32:00:: | quote%2:32:13::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2133,release-word-2133,rabbit,,curriculum,compulsory_education,noun; verb,noun：兔；兔肉 | verb：猎兔,rabbit%1:05:00:: | rabbit%1:27:00:: | rabbit%1:13:00:: | rabbit%2:33:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2134,release-word-2134,race,,curriculum,compulsory_education,noun; verb,noun：比赛；竞赛；种族 | verb：比赛；疾驰,race%1:11:01:: | race%1:11:00:: | race%1:14:00:: | race%1:14:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2135,release-word-2135,racial,,curriculum,high_school_selective_compulsory,adjective,adjective：种族的；族群的,racial%3:01:00:: | racial%3:00:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2136,release-word-2136,radiation,,curriculum,high_school_selective_compulsory,noun,noun：辐射；放射线；辐射能,radiation%1:19:00:: | radiation%1:04:00:: | radiation%1:26:00:: | radiation%1:22:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2137,release-word-2137,radio,,curriculum,compulsory_education,noun; adjective; verb,noun：收音机；无线电；广播 | adjective：无线电的 | verb：用无线电通信,radio%3:01:00:: | radio%1:10:00:: | radio%1:06:01:: | radio%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2138,release-word-2138,radium,,curriculum,high_school_selective_compulsory,noun,noun：镭；镭元素,radium%1:27:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2139,release-word-2139,railway,,curriculum,compulsory_education,noun,noun：铁路；铁路系统,railway%1:06:00:: | railway%1:06:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2140,release-word-2140,rain,,curriculum,compulsory_education,noun; verb,noun：雨；雨水；大量落下的东西 | verb：下雨；大量落下,rain%1:19:00:: | rain%1:27:00:: | rain%1:07:00:: | rain%2:43:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2141,release-word-2141,rainbow,,curriculum,high_school_selective_compulsory,noun,noun：彩虹；幻想中的希望,rainbow%1:17:00:: | rainbow%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2142,release-word-2142,rainy,,curriculum,compulsory_education,adjective,adjective：下雨的；多雨的,rainy%5:00:00:wet:01,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2143,release-word-2143,raise,,curriculum,compulsory_education,verb; noun,verb：提高；举起；筹集；养育 | noun：加薪；提高,raise%1:07:00:: | raise%1:17:00:: | raise%1:04:01:: | raise%1:04:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2144,release-word-2144,random,,curriculum,high_school_selective_compulsory,adjective,adjective：随机的；随意的,random%3:00:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2145,release-word-2145,range,,curriculum,high_school_compulsory,noun; verb,noun：范围；系列；山脉；射程 | verb：排列；变化；漫游,range%1:07:00:: | range%1:15:01:: | range%1:15:02:: | range%1:17:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2146,release-word-2146,rank,,curriculum,high_school_selective_compulsory,noun; verb; adjective,noun：等级；军衔；排 | verb：排列；位居 | adjective：难闻的；过分的,rank%5:00:00:fertile:00 | rank%5:00:00:offensive:01 | rank%5:00:00:conspicuous:00 | rank%5:00:00:complete:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词和动词义依据基础英语常用义补充。
2147,release-word-2147,rapid,,curriculum,compulsory_education,adjective; noun,adjective：迅速的；急剧的 | noun：急流,rapid%5:00:00:fast:01 | rapid%5:00:02:fast:01 | rapid%1:17:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2148,release-word-2148,rare,,curriculum,high_school_selective_compulsory,adjective,adjective：稀有的；罕见的；稀薄的；半熟的,rare%5:00:00:uncommon:00 | rare%5:00:00:infrequent:00 | rare%5:00:00:scarce:00 | rare%5:00:00:thin:02,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2149,release-word-2149,rate,,curriculum,high_school_compulsory,noun; verb,noun：速度；比率；费用；等级 | verb：评价；估价；定级,rate%1:28:00:: | rate%1:21:00:: | rate%1:07:00:: | rate%1:24:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2150,release-word-2150,rather,,curriculum,high_school_compulsory,adverb,adverb：相当；宁愿；而不是；确切地说,rather%4:02:02:: | rather%4:02:04:: | rather%4:02:01:: | rather%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2151,release-word-2151,rating,,curriculum,high_school_selective_compulsory,noun,noun：等级；评分；收视率；额定值,rating%1:09:00:: | rating%1:04:00:: | rating%1:26:00:: | rating%1:26:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2152,release-word-2152,raw,,curriculum,high_school_selective_compulsory,adjective,adjective：生的；未加工的；原始的；擦伤的,raw%5:00:00:unprocessed:00 | raw%5:00:00:injured:00 | raw%3:00:00:: | raw%5:00:00:untreated:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2153,release-word-2153,ray,,curriculum,high_school_selective_compulsory,noun,noun：光线；射线；一线；鳐鱼,ray%1:19:00:: | ray%1:20:00:: | ray%1:25:00:: | ray%1:19:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2154,release-word-2154,reach,,curriculum,compulsory_education,verb; noun,verb：到达；伸手；达到 | noun：范围；伸展距离；河段,reach%1:15:00:: | reach%1:07:00:: | reach%1:04:00:: | reach%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2155,release-word-2155,react,,curriculum,high_school_selective_compulsory,verb,verb：反应；回应；起化学反应,react%2:31:00:: | react%2:41:00:: | react%2:30:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2156,release-word-2156,reaction,,curriculum,high_school_compulsory,noun,noun：反应；回应；化学反应；反作用力,reaction%1:22:00:: | reaction%1:09:00:: | reaction%1:04:00:: | reaction%1:19:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2157,release-word-2157,read,,curriculum,compulsory_education,verb; noun,verb：阅读；读懂；显示 | noun：阅读；读物,read%1:10:00:: | read%2:31:00:: | read%2:42:00:: | read%2:31:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2158,release-word-2158,ready,,curriculum,compulsory_education,adjective; verb; noun,adjective：准备好的；可用的；愿意的 | verb：使准备好 | noun：现款,ready%3:00:00:: | ready%5:00:01:available:00 | ready%5:00:00:willing:00 | ready%5:00:00:prepared:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词和名词义依据基础英语常用义补充。
2159,release-word-2159,real,,curriculum,compulsory_education,adjective; adverb; noun,adjective：真实的；实际的；严重的 | adverb：非常；真正地 | noun：实数,real%3:00:00:: | real%3:00:02:: | real%5:00:00:serious:00 | real%5:00:00:concrete:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,副词和名词义依据基础英语常用义补充。
2160,release-word-2160,realise,realize,curriculum,compulsory_education,verb,verb：意识到；实现；变现,realise%2:40:01:: | realise%2:40:00:: | realise%2:36:07:: | realise%2:36:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,英式拼写。
2161,release-word-2161,realistic,,curriculum,high_school_selective_compulsory,adjective,adjective：现实的；切合实际的；逼真的,realistic%3:00:00:: | realistic%5:00:00:representational:00 | realistic%3:01:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2162,release-word-2162,reality,,curriculum,high_school_selective_compulsory,noun,noun：现实；实际情况；真实,reality%1:09:00:: | reality%1:26:01:: | reality%1:26:02:: | reality%1:07:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2163,release-word-2163,really,,curriculum,compulsory_education,adverb,adverb：真正地；确实；很,really%4:02:03:: | really%4:02:04:: | really%4:02:02:: | really%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2164,release-word-2164,reason,,curriculum,compulsory_education,noun; verb,noun：原因；理由；理性 | verb：推理；论证,reason%1:16:00:: | reason%1:10:01:: | reason%1:09:00:: | reason%1:26:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2165,release-word-2165,recall,,curriculum,high_school_selective_compulsory,verb; noun,verb：回忆；召回；撤销 | noun：记忆；召回；撤回,recall%1:10:02:: | recall%1:10:00:: | recall%1:10:01:: | recall%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2166,release-word-2166,receipt,,curriculum,high_school_selective_compulsory,noun; verb,noun：收据；收到；收入 | verb：开收据,receipt%1:04:00:: | receipt%1:10:00:: | receipt%2:32:00:: | receipt%2:31:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2167,release-word-2167,receive,,curriculum,compulsory_education,verb,verb：收到；接待；承受；接收,receive%2:40:00:: | receive%2:30:01:: | receive%2:39:00:: | receive%2:39:03::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2168,release-word-2168,recently,,curriculum,compulsory_education,adverb,adverb：最近；不久前,recently%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2169,release-word-2169,receptionist,,curriculum,high_school_selective_compulsory,noun,noun：接待员；前台人员,receptionist%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2170,release-word-2170,recipe,,curriculum,high_school_selective_compulsory,noun,noun：食谱；配方；方法,recipe%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2171,release-word-2171,recite,,curriculum,high_school_selective_compulsory,verb,verb：背诵；朗诵；列举,recite%2:32:02:: | recite%2:32:00:: | recite%2:36:00:: | recite%2:32:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2172,release-word-2172,recognise,recognize,curriculum,high_school_compulsory,verb,verb：认出；承认；认可；表彰,recognise%2:41:01:: | recognise%2:41:00:: | recognise%2:39:01:: | recognise%2:32:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,英式拼写。
2173,release-word-2173,recognition,,curriculum,high_school_selective_compulsory,noun,noun：认出；承认；认可；表彰,recognition%1:26:00:: | recognition%1:09:00:: | recognition%1:10:00:: | recognition%1:09:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2174,release-word-2174,recommend,,curriculum,high_school_compulsory,verb,verb：推荐；建议；使受欢迎,recommend%2:32:01:: | recommend%2:32:00:: | recommend%2:30:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2175,release-word-2175,record,,curriculum,compulsory_education,noun; verb,noun：记录；纪录；唱片 | verb：记录；录制,record%1:10:03:: | record%1:06:00:: | record%1:23:00:: | record%1:04:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2176,release-word-2176,recording,,curriculum,high_school_selective_compulsory,noun,noun：录音；录像；录制品,recording%1:06:00:: | recording%1:04:00:: | recording%1:06:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2177,release-word-2177,recover,,curriculum,high_school_compulsory,verb,verb：恢复；康复；找回；弥补,recover%2:40:00:: | recover%2:29:00:: | recover%2:30:00:: | recover%2:40:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2178,release-word-2178,recreation,,curriculum,high_school_selective_compulsory,noun,noun：娱乐；消遣；重现,recreation%1:04:00:: | recreation%1:04:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2179,release-word-2179,recycle,,curriculum,high_school_selective_compulsory,verb,verb：回收利用；重新使用；再培训,recycle%2:38:00:: | recycle%2:34:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2180,release-word-2180,red,,curriculum,compulsory_education,adjective; noun,adjective：红色的；布满鲜血的 | noun：红色；红衣者,red%5:00:01:chromatic:00 | red%5:00:02:bloody:00 | red%5:00:00:colored:00 | red%1:07:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2181,release-word-2181,reduce,,curriculum,high_school_compulsory,verb,verb：减少；降低；缩小；使简化,reduce%2:30:00:: | reduce%2:30:06:: | reduce%2:41:00:: | reduce%2:40:04::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2182,release-word-2182,refer,,curriculum,high_school_compulsory,verb,verb：提到；参考；指向；转交,refer%2:32:01:: | refer%2:42:00:: | refer%2:31:00:: | refer%2:38:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2183,release-word-2183,reference,,curriculum,high_school_selective_compulsory,noun; verb,noun：参考；提及；参考资料；推荐人 | verb：引用；注明出处,reference%1:10:02:: | reference%1:10:03:: | reference%1:10:06:: | reference%1:10:04::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2184,release-word-2184,reflect,,curriculum,high_school_compulsory,verb,verb：反射；反映；认真思考；表明,reflect%2:39:01:: | reflect%2:31:00:: | reflect%2:39:00:: | reflect%2:43:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2185,release-word-2185,reform,,curriculum,high_school_selective_compulsory,noun; verb,noun：改革；改良 | verb：改革；改造；改过,reform%1:04:00:: | reform%1:04:01:: | reform%1:04:02:: | reform%2:30:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2186,release-word-2186,refresh,,curriculum,high_school_selective_compulsory,verb,verb：使恢复精神；更新；刷新；补充,refresh%2:31:00:: | refresh%2:30:00:: | refresh%2:29:02:: | refresh%2:29:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2187,release-word-2187,refuse,,curriculum,compulsory_education,verb; noun,verb：拒绝；不接受 | noun：废物；垃圾,refuse%1:27:00:: | refuse%2:32:00:: | refuse%2:40:00:: | refuse%2:42:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2188,release-word-2188,regard,regards,curriculum,high_school_compulsory,verb; noun,verb：认为；看待；注视 | noun：关注；尊重；问候,regard%1:09:00:: | regard%1:09:01:: | regard%1:10:00:: | regard%1:04:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2189,release-word-2189,regardless,,curriculum,high_school_selective_compulsory,adverb; adjective,adverb：不顾；不加理会 | adjective：不留心的,regardless%5:00:00:heedless:00 | regardless%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2190,release-word-2190,region,,curriculum,high_school_compulsory,noun,noun：地区；区域；身体部位；范围,region%1:15:00:: | region%1:08:00:: | region%1:15:01:: | region%1:23:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2191,release-word-2191,register,,curriculum,high_school_selective_compulsory,verb; noun,verb：登记；注册；显示 | noun：登记簿；语域；收银机,register%1:10:00:: | register%1:07:00:: | register%1:21:00:: | register%1:06:03::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2192,release-word-2192,regret,,curriculum,compulsory_education,verb; noun,verb：后悔；遗憾；惋惜 | noun：后悔；遗憾,regret%1:12:00:: | regret%2:37:00:: | regret%2:37:01:: | regret%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2193,release-word-2193,regular,,curriculum,high_school_compulsory,adjective; noun,adjective：规则的；定期的；普通的；经常的 | noun：常客；正规成员,regular%3:00:00:: | regular%5:00:00:typical:00 | regular%5:00:00:standard:02 | regular%5:00:00:scheduled:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词义依据基础英语常用义补充。
2194,release-word-2194,reject,,curriculum,high_school_selective_compulsory,verb; noun,verb：拒绝；否决；排斥 | noun：不合格品,reject%1:09:00:: | reject%2:31:00:: | reject%2:40:00:: | reject%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2195,release-word-2195,relate,,curriculum,high_school_selective_compulsory,verb,verb：涉及；使有联系；讲述；理解并认同,relate%2:31:00:: | relate%2:42:00:: | relate%2:32:00:: | relate%2:42:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2196,release-word-2196,relationship,,curriculum,compulsory_education,noun,noun：关系；联系；恋爱关系；亲属关系,relationship%1:24:00:: | relationship%1:26:00:: | relationship%1:26:01:: | relationship%1:24:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2197,release-word-2197,relative,,curriculum,compulsory_education,adjective; noun,adjective：相对的；相关的 | noun：亲属；同类事物,relative%3:00:00:: | relative%5:00:00:proportionate:00 | relative%1:18:00:: | relative%1:05:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2198,release-word-2198,relax,,curriculum,compulsory_education,verb,verb：放松；休息；放宽；缓和,relax%2:29:00:: | relax%2:30:01:: | relax%2:30:02:: | relax%2:29:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2199,release-word-2199,relay,,curriculum,high_school_selective_compulsory,noun; verb,noun：接力赛；转播；继电器 | verb：转达；转播,relay%1:04:00:: | relay%1:14:00:: | relay%1:14:01:: | relay%1:11:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2200,release-word-2200,release,,curriculum,high_school_selective_compulsory,verb; noun,verb：释放；发布；发行 | noun：释放；发布物；获释,release%1:06:00:: | release%1:04:01:: | release%1:22:00:: | release%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2201,release-word-2201,relevant,,curriculum,high_school_selective_compulsory,adjective,adjective：相关的；切题的；有意义的,relevant%3:00:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2202,release-word-2202,reliable,,curriculum,high_school_selective_compulsory,adjective,adjective：可靠的；可信赖的；确实的,reliable%3:00:00:: | reliable%5:00:02:trustworthy:00 | reliable%5:00:01:trustworthy:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2203,release-word-2203,relief,,curriculum,high_school_compulsory,noun,noun：宽慰；缓解；救济；浮雕,relief%1:12:00:: | relief%1:26:00:: | relief%1:21:00:: | relief%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2204,release-word-2204,rely,,curriculum,high_school_selective_compulsory,verb,verb：依靠；依赖；信任,rely%2:31:11::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2205,release-word-2205,remain,,curriculum,compulsory_education,verb,verb：仍然是；留下；剩余；逗留,remain%2:30:00:: | remain%2:42:03:: | remain%2:42:05:: | remain%2:38:06::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2206,release-word-2206,remarkable,,curriculum,high_school_selective_compulsory,adjective,adjective：非凡的；显著的；引人注目的,remarkable%5:00:00:extraordinary:00 | remarkable%5:00:00:significant:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2207,release-word-2207,remember,,curriculum,compulsory_education,verb,verb：记得；想起；纪念；代为问候,remember%2:31:00:: | remember%2:31:01:: | remember%2:31:02:: | remember%2:40:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2208,release-word-2208,remind,,curriculum,high_school_compulsory,verb,verb：提醒；使想起,remind%2:31:00:: | remind%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2209,release-word-2209,remote,,curriculum,high_school_selective_compulsory,adjective; noun,adjective：遥远的；偏僻的；可能性很小的 | noun：遥控器,remote%5:00:01:far:00 | remote%5:00:00:unlikely:00 | remote%5:00:02:far:00 | remote%5:00:00:inaccessible:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词义依据基础英语常用义补充。
2210,release-word-2210,remove,,curriculum,high_school_compulsory,verb; noun,verb：移走；去除；脱下；免职 | noun：距离；间隔,remove%1:07:00:: | remove%2:30:00:: | remove%2:41:00:: | remove%2:40:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2211,release-word-2211,rent,,curriculum,high_school_selective_compulsory,noun; verb,noun：租金；裂口 | verb：租用；出租,rent%1:21:00:: | rent%1:17:00:: | rent%1:21:01:: | rent%1:04:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
2212,release-word-2212,repair,repairs,curriculum,compulsory_education,noun; verb,noun：修理；修复；状态 | verb：修理；弥补,repair%1:04:00:: | repair%1:26:00:: | repair%1:15:00:: | repair%2:30:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2213,release-word-2213,repeat,,curriculum,compulsory_education,verb; noun,verb：重复；重说；重做 | noun：重复；重播,repeat%1:11:00:: | repeat%2:32:00:: | repeat%2:36:00:: | repeat%2:30:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2214,release-word-2214,replace,,curriculum,high_school_compulsory,verb,verb：代替；更换；放回；接替,replace%2:30:00:: | replace%2:41:00:: | replace%2:35:00:: | replace%2:40:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
2215,release-word-2215,reply,,curriculum,compulsory_education,noun; verb,noun：回答；答复 | verb：回答；回应,reply%1:10:01:: | reply%1:10:00:: | reply%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
