record_id,phrase,normalized_phrase,accepted_variants,introduced_level,included_in,phrase_type,evidence_route,form_evidence,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,selection_reason,qa_status,human_review_claimed,meaning_zh,usage_note_zh,example_en,example_zh,content_method,content_qa_status,view_sequence
PH-H-0181,no longer,no longer,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,67,independently selected for learning value and first-introduction level,english_scope_frozen,False,不再,表示过去存在的状态或动作现在已经停止。,The old bridge is no longer safe for heavy vehicles.,这座旧桥已不再适合重型车辆通行。,original_project_authored,draft_auto_validated,431
PH-H-0182,rather than,rather than,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,42,independently selected for learning value and first-introduction level,english_scope_frozen,False,而不是；宁可,用于连接两个对等成分，表示选择或对比。,We should repair useful items rather than throw them away.,我们应该修理有用的物品，而不是把它们扔掉。,original_project_authored,draft_auto_validated,432
PH-H-0183,as a result,as a result,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,13,independently selected for learning value and first-introduction level,english_scope_frozen,False,因此；结果,用于引出前述原因导致的结果，后接 of 时可引出原因。,"The road was flooded; as a result, the bus service stopped.",道路被淹，因此公共汽车停运了。,original_project_authored,draft_auto_validated,433
PH-H-0184,as if,as if,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,47,independently selected for learning value and first-introduction level,english_scope_frozen,False,好像；仿佛,引导方式或表语从句；与事实相反时常使用虚拟形式。,He spoke as if he had witnessed the event himself.,他说得仿佛亲眼目睹了这件事。,original_project_authored,draft_auto_validated,434
PH-H-0185,even though,even though,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,20,independently selected for learning value and first-introduction level,english_scope_frozen,False,即使；尽管,引导让步状语从句，后接完整的主语和谓语。,"Even though the route was steep, everyone reached the top safely.",尽管路线陡峭，所有人仍安全到达了山顶。,original_project_authored,draft_auto_validated,435
PH-H-0186,instead of,instead of,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,76,independently selected for learning value and first-introduction level,english_scope_frozen,False,代替；而不是,of 是介词，后接名词、代词或动名词。,We took the train instead of driving through the storm.,我们乘火车出行，没有冒雨开车。,original_project_authored,draft_auto_validated,436
PH-H-0187,because of,because of,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,102,independently selected for learning value and first-introduction level,english_scope_frozen,False,因为；由于,后接名词、代词或动名词，不能直接连接完整句子。,The outdoor concert was canceled because of strong winds.,由于强风，露天音乐会被取消了。,original_project_authored,draft_auto_validated,437
PH-H-0188,thanks to,thanks to,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,14,independently selected for learning value and first-introduction level,english_scope_frozen,False,多亏；由于,后接带来某种结果的人或事，常表示积极原因，也可用于反讽语境。,"Thanks to careful planning, the move was completed in one day.",多亏周密计划，搬迁在一天内就完成了。,original_project_authored,draft_auto_validated,438
PH-H-0189,take action,take action,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,采取行动,常与 to do 或 against 连用，表示为解决问题而采取具体措施。,Communities must take action to protect local water sources.,社区必须采取行动保护当地水源。,original_project_authored,draft_auto_validated,439
PH-H-0190,make a difference,make a difference,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,产生影响；起作用,表示行动使情况发生明显改善或变化，常与 to 连用。,Even a small donation can make a difference to the project.,即使一小笔捐款也能对这个项目产生影响。,original_project_authored,draft_auto_validated,440
PH-H-0191,deal with,deal with,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,26,independently selected for learning value and first-introduction level,english_scope_frozen,False,处理；应对；涉及,可表示处理问题、与某人打交道，也可说明文章或课程的主题。,The training teaches staff how to deal with emergencies.,培训教员工如何应对紧急情况。,original_project_authored,draft_auto_validated,441
PH-H-0192,lead to,lead to,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,55,independently selected for learning value and first-introduction level,english_scope_frozen,False,导致；通向,可按字面表示道路通往某地，也可说明某事造成某种结果。,A lack of sleep can lead to poor concentration.,睡眠不足会导致注意力不集中。,original_project_authored,draft_auto_validated,442
PH-H-0193,result in,result in,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,8,independently selected for learning value and first-introduction level,english_scope_frozen,False,导致；造成,后接结果，主语通常是引发该结果的原因。,Ignoring a minor fault may result in a costly repair later.,忽视小故障以后可能会导致高昂的维修费用。,original_project_authored,draft_auto_validated,443
PH-H-0194,refer to,refer to,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,13,independently selected for learning value and first-introduction level,english_scope_frozen,False,指的是；提到；查阅,可说明词语所指对象、在谈话中提及，或查阅资料。,"In this report, the word youth will refer to people under twenty-five.",在本报告中，青年一词指二十五岁以下的人。,original_project_authored,draft_auto_validated,444
PH-H-0195,apply for,apply for,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,申请,后接职位、课程、许可或资金等希望获得的事物。,Eligible students may apply for financial support online.,符合条件的学生可以在线申请经济资助。,original_project_authored,draft_auto_validated,445
PH-H-0196,in a way,in a way,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_a_way%4:02:00::,False,9,independently selected for learning value and first-introduction level,english_scope_frozen,False,在某种程度上；从某一角度看,用于限定观点，说明陈述只在某个方面成立。,"In a way, the unexpected delay gave us more time to prepare.",从某种角度看，意外的延误给了我们更多准备时间。,original_project_authored,draft_auto_validated,446
PH-H-0197,be based on,be based on,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,以某事为基础；根据,后接作为依据、来源或原型的人或事物。,Scientific conclusions should be based on reliable evidence.,科学结论应该以可靠证据为基础。,original_project_authored,draft_auto_validated,447
PH-H-0198,real life,real life,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,real_life%1:09:00::,False,15,independently selected for learning value and first-introduction level,english_scope_frozen,False,现实生活,指实际发生的生活和经历，与小说、网络或模拟环境相对。,Communication can be more complex in real life than in a textbook.,现实生活中的交流可能比课本中更复杂。,original_project_authored,draft_auto_validated,448
PH-H-0199,be related to,be related to,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,与某事有关；与某人有亲属关系,后接存在联系的人或事物，具体关系由语境决定。,The change may be related to a rise in water temperature.,这种变化可能与水温上升有关。,original_project_authored,draft_auto_validated,449
PH-H-0200,social media,social media,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,social_media%1:10:01::,False,34,independently selected for learning value and first-introduction level,english_scope_frozen,False,社交媒体,指用户创建、分享内容并进行社交互动的网络平台和服务。,Information on social media should be checked before it is shared.,社交媒体上的信息在分享前应该核实。,original_project_authored,draft_auto_validated,450
PH-C4-0001,in vain,in vain,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_vain%4:02:00::,False,9,independently selected for learning value and first-introduction level,english_scope_frozen,False,徒劳；白费力气,表示努力没有取得预期结果，常与 try、attempt 等动词连用。,The rescue team searched in vain for a safe path through the snow.,救援队徒劳地寻找一条穿过雪地的安全道路。,original_project_authored,draft_auto_validated,451
PH-C4-0002,in writing,in writing,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_writing%4:02:00::|in_writing%5:00:00:written:00,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,以书面形式,表示信息通过文字正式记录，而非只作口头说明。,Any change to the agreement must be confirmed in writing.,协议的任何变更都必须以书面形式确认。,original_project_authored,draft_auto_validated,452
PH-C4-0003,in the meantime,in the meantime,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_the_meantime%4:02:00::,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,与此同时；在此期间,表示等待某事发生期间，另一件事正在进行。,"The repairs will take two hours; in the meantime, passengers can use another entrance.",维修需要两小时，在此期间乘客可以使用另一个入口。,original_project_authored,draft_auto_validated,453
PH-C4-0004,in earnest,in earnest,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_earnest%4:02:00::,False,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,认真地；正式开始,表示以严肃认真的态度行动，或某事真正全面展开。,"After weeks of planning, construction began in earnest.",经过数周规划，施工正式全面开始。,original_project_authored,draft_auto_validated,454
PH-C4-0005,in hiding,in hiding,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_hiding%4:02:00::,False,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,躲藏着；隐匿中,表示为了不被发现或抓获而藏在某处。,The stolen painting remained in hiding for more than a decade.,这幅失窃的画作被隐藏了十多年。,original_project_authored,draft_auto_validated,455
PH-C4-0006,in the beginning,in the beginning,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_the_beginning%4:02:00::|in_the_beginning%4:02:01::,False,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,起初；最开始,表示某个过程最初的阶段，后文常说明随后发生的变化。,"In the beginning, few residents supported the proposal.",起初，很少有居民支持这项提议。,original_project_authored,draft_auto_validated,456
PH-C4-0007,over the counter,over the counter,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,over-the-counter%3:00:00::|over-the-counter%5:00:00:unlisted:00,True,5,independently selected for learning value and first-introduction level,english_scope_frozen,False,非处方地；在柜台交易,常指无需处方即可购买药品；作定语时通常写成 over-the-counter。,This medicine is available over the counter at most pharmacies.,这种药在大多数药店无需处方即可购买。,original_project_authored,draft_auto_validated,457
PH-C4-0008,at stake,at stake,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,at_stake%4:02:00::|at_stake%4:02:01::,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,处于风险中；关系重大,表示可能因某个决定或事件而失去重要事物。,Thousands of jobs are at stake in the negotiations.,这场谈判关系到成千上万个工作岗位。,original_project_authored,draft_auto_validated,458
PH-C4-0009,from scratch,from scratch,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,from_scratch%4:02:00::,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,从零开始,表示不依靠现成材料或已有成果，从最基础的阶段开始。,The students built the simple robot from scratch.,学生们从零开始制作了这个简易机器人。,original_project_authored,draft_auto_validated,459
PH-C4-0010,in haste,in haste,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_haste%4:02:01::,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,匆忙地,表示因为时间紧迫而快速行动，有时暗示缺少充分考虑。,Decisions made in haste often create new problems.,匆忙作出的决定常常会带来新的问题。,original_project_authored,draft_auto_validated,460
PH-C4-0011,at odds,at odds,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,at_odds%5:00:00:inconsistent:00,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,意见不一致；不协调,常与 with 或 over 连用，表示人之间有分歧或事物彼此矛盾。,The two departments are at odds over how to divide the budget.,两个部门在如何分配预算的问题上存在分歧。,original_project_authored,draft_auto_validated,461
PH-C4-0012,back and forth,back and forth,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,back_and_forth%4:02:00::,True,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,来回地；反复地,可表示方向上的往返，也可指意见或信息反复交换。,The two sides sent revised plans back and forth for weeks.,双方连续数周来回发送修改后的方案。,original_project_authored,draft_auto_validated,462
PH-C4-0013,and so forth,and so forth,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,and_so_forth%4:02:00::,False,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,等等,用于列举末尾，表示还有其他同类事物未全部说出。,"The workshop covers planning, budgeting, teamwork, and so forth.",研讨会涵盖规划、预算、团队合作等内容。,original_project_authored,draft_auto_validated,463
PH-C4-0014,off the hook,off the hook,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,off_the_hook%5:00:00:safe:01,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,摆脱困境或责任,非正式表达，表示不再需要承担责任、接受惩罚或面对难题。,The new evidence does not let the company off the hook.,新证据并不能让这家公司逃脱责任。,original_project_authored,draft_auto_validated,464
PH-C4-0015,last resort,last resort,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,last_resort%1:04:00::,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,最后的办法,通常用于 as a last resort，表示其他办法都无效后才采取的措施。,Closing the road should be a last resort.,封闭道路应该是最后的办法。,original_project_authored,draft_auto_validated,465
PH-C4-0016,no nonsense,no nonsense,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,no-nonsense%5:00:00:direct:02,False,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,严肃务实；不容胡闹,常用 no-nonsense 作定语；分开书写时可表示不接受借口或无意义行为。,Her message was clear: no nonsense would be tolerated during the exam.,她的信息很明确：考试期间不容许胡闹。,original_project_authored,draft_auto_validated,466
PH-C4-0017,at first glance,at first glance,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,at_first_glance%4:02:00::|at_first_glance%4:02:01::,False,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,乍一看,表示在尚未仔细观察或深入思考时形成的第一印象。,"At first glance, the two graphs appear almost identical.",乍一看，这两张图表几乎完全相同。,original_project_authored,draft_auto_validated,467
PH-C4-0018,in accordance with,in accordance with,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,依照；按照,后接法律、规则、原则或他人意愿，语气较正式。,The data must be stored in accordance with the new regulations.,这些数据必须按照新规定存储。,original_project_authored,draft_auto_validated,468
PH-C4-0019,in terms of,in terms of,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,12,independently selected for learning value and first-introduction level,english_scope_frozen,False,就某方面而言；从某角度看,用于限定比较、评价或讨论所依据的具体方面。,The two designs differ greatly in terms of cost and reliability.,这两种设计在成本和可靠性方面差异很大。,original_project_authored,draft_auto_validated,469
PH-C4-0020,with regard to,with regard to,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,关于；就某事而言,较正式地引出要讨论、询问或说明的主题。,"With regard to your application, we need one additional document.",关于你的申请，我们还需要一份文件。,original_project_authored,draft_auto_validated,470
PH-C4-0021,on behalf of,on behalf of,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,5,independently selected for learning value and first-introduction level,english_scope_frozen,False,代表；为了某人的利益,表示作为个人或组织的代表发言、行动，也可表示为了他人的利益。,"On behalf of the volunteers, I would like to thank the local community.",我谨代表志愿者感谢当地社区。,original_project_authored,draft_auto_validated,471
PH-C4-0022,as a matter of fact,as a matter of fact,[],cet4,"[""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,as_a_matter_of_fact%4:02:00::,False,0,independently selected for learning value and first-introduction level,english_scope_frozen,False,事实上；其实,用于补充真实情况，常纠正或加强前面的说法。,"As a matter of fact, the original plan was less expensive.",事实上，最初的方案成本更低。,original_project_authored,draft_auto_validated,472
PH-C4-0023,for the sake of,for the sake of,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,7,independently selected for learning value and first-introduction level,english_scope_frozen,False,为了；为了某人的利益,表示行动的目的在于帮助某人、保护某物或实现某个目标。,"For the sake of safety, all visitors must wear a helmet.",为了安全，所有访客都必须佩戴头盔。,original_project_authored,draft_auto_validated,473
PH-C4-0024,in favor of,in favor of,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,15,independently selected for learning value and first-introduction level,english_scope_frozen,False,支持；有利于,可表示赞成某项建议，也可说明选择一个方案而放弃另一个。,Most committee members voted in favor of the revised proposal.,大多数委员会成员投票支持修订后的提议。,original_project_authored,draft_auto_validated,474
PH-C4-0025,in charge of,in charge of,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,10,independently selected for learning value and first-introduction level,english_scope_frozen,False,负责；管理,说明某人对某项工作、部门或人员负有管理责任。,A senior engineer is in charge of the safety inspection.,一名高级工程师负责安全检查。,original_project_authored,draft_auto_validated,475
PH-C4-0026,in response to,in response to,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,11,independently selected for learning value and first-introduction level,english_scope_frozen,False,作为对某事的回应,后接引起反应、回答或措施的事件和信息。,The city added more buses in response to public demand.,为回应公众需求，该市增加了公共汽车班次。,original_project_authored,draft_auto_validated,476
PH-C4-0027,in contrast to,in contrast to,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,与某事形成对比,后接比较对象，突出两者之间的明显差异。,"In contrast to the coastal area, the inland region remained dry.",与沿海地区不同，内陆地区仍然干燥。,original_project_authored,draft_auto_validated,477
PH-C4-0028,in relation to,in relation to,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,关于；与某事相比；与某事有关,用于说明讨论主题、相互联系或比较关系。,The report examines housing costs in relation to average income.,这份报告结合平均收入考察住房成本。,original_project_authored,draft_auto_validated,478
PH-C4-0029,in spite of,in spite of,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,9,independently selected for learning value and first-introduction level,english_scope_frozen,False,尽管,后接名词、代词或动名词，表示结果不受所述困难影响。,"In spite of heavy rain, the rescue operation continued.",尽管下着大雨，救援行动仍在继续。,original_project_authored,draft_auto_validated,479
PH-C4-0030,with the help of,with the help of,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,在某人或某物的帮助下,后接提供帮助的人、工具或方法。,"With the help of satellite images, researchers mapped the damaged area.",借助卫星图像，研究人员绘制了受损区域地图。,original_project_authored,draft_auto_validated,480
PH-C4-0031,get rid of,get rid of,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_rid_of%2:30:00::|get_rid_of%2:40:01::|get_rid_of%2:41:00::,False,8,independently selected for learning value and first-introduction level,english_scope_frozen,False,摆脱；除去,后接不需要的人、物、习惯或问题。,The new filter can get rid of most harmful particles in the water.,这种新过滤器能够去除水中的大部分有害颗粒。,original_project_authored,draft_auto_validated,481
PH-C4-0032,disagree with,disagree with,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,disagree_with%2:29:00::,False,9,independently selected for learning value and first-introduction level,english_scope_frozen,False,不同意；不适合,可表示不赞同某人或观点，也可指食物等使身体不适。,I disagree with the claim because the evidence is incomplete.,我不同意这一说法，因为证据并不完整。,original_project_authored,draft_auto_validated,482
PH-C4-0033,set forth,set forth,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,set_forth%2:32:00::|set_forth%2:38:00::,True,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,阐明；提出；出发,正式用语，可表示清楚陈述观点或规则，也可表示启程。,The document will set forth the principles of the agreement.,这份文件将阐明协议的原则。,original_project_authored,draft_auto_validated,483
PH-C4-0034,whip up,whip up,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,whip_up%2:36:00::,True,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,迅速做出；煽动,非正式用语，可表示快速做出食物，也可指激起强烈情绪。,The false report could whip up unnecessary fear.,这则虚假报道可能会煽动不必要的恐慌。,original_project_authored,draft_auto_validated,484
PH-C4-0035,blend in,blend in,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,blend_in%2:30:00::|blend_in%2:42:00::,False,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,融入；协调,常与 with 连用，表示外观不显眼或人在群体中自然融入。,The building uses local stone to blend in with its surroundings.,这座建筑使用当地石材，以便与周围环境相协调。,original_project_authored,draft_auto_validated,485
PH-C4-0036,crack down,crack down,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,crack_down%2:30:10::,False,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,严厉打击,常与 on 连用，表示当局采取强硬措施制止违法或有害行为。,The authorities promised to crack down on illegal dumping.,有关部门承诺严厉打击非法倾倒行为。,original_project_authored,draft_auto_validated,486
PH-C4-0037,catch a glimpse,catch a glimpse,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,catch_a_glimpse%2:39:00::,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,瞥见,常与 of 连用，表示只在很短时间内看到某人或某物。,We managed to catch a glimpse of the rare bird before it flew away.,那只稀有鸟飞走前，我们设法瞥见了它。,original_project_authored,draft_auto_validated,487
PH-C4-0038,cling to,cling to,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cling_to%2:35:00::,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,紧抓；坚持；依恋,可表示身体上紧紧抓住，也可指不愿放弃观念、希望或过去。,People sometimes cling to familiar routines during uncertain times.,在不确定的时期，人们有时会固守熟悉的日常习惯。,original_project_authored,draft_auto_validated,488
PH-C4-0039,conform to,conform to,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,conform_to%2:30:00::|conform_to%2:34:00::|conform_to%2:42:00::,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,符合；遵守,后接规则、标准或普遍行为，表示与其一致。,All electrical equipment must conform to national safety standards.,所有电气设备都必须符合国家安全标准。,original_project_authored,draft_auto_validated,489
PH-C4-0040,hook up,hook up,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,hook_up%2:35:00::,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,连接；接通,非正式用语，可表示连接设备或系统；其他语境中也可能有不同含义。,A technician will hook up the new printer to the network.,技术人员会把新打印机连接到网络。,original_project_authored,draft_auto_validated,490
PH-C4-0041,originate in,originate in,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,originate_in%2:42:00::,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,起源于,后接某事物最早产生的地点、时期或环境。,The custom is believed to originate in a small mountain community.,人们认为这一习俗起源于一个小山村。,original_project_authored,draft_auto_validated,491
PH-C4-0042,pop in,pop in,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,pop_in%2:38:00::,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,短暂来访；顺便进入,非正式用语，表示短时间进入某处或拜访某人。,I may pop in after work to return your book.,我下班后可能会顺便来还你的书。,original_project_authored,draft_auto_validated,492
PH-C4-0043,soak up,soak up,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,soak_up%2:31:00::|soak_up%2:35:00::,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,吸收；尽情享受,可指液体或材料吸收水分，也可比喻吸收知识或享受氛围。,Young children soak up new sounds remarkably quickly.,幼儿吸收新语音的速度非常快。,original_project_authored,draft_auto_validated,493
PH-C4-0044,stock up,stock up,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,stock_up%2:40:00::,False,2,independently selected for learning value and first-introduction level,english_scope_frozen,False,大量储备,常与 on 连用，表示为将来需要提前储存足够的物品。,Residents began to stock up on drinking water before the storm.,暴风雨来临前，居民开始储备饮用水。,original_project_authored,draft_auto_validated,494
PH-C4-0045,bump into,bump into,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bump_into%2:35:00::,True,1,independently selected for learning value and first-introduction level,english_scope_frozen,False,偶然遇见；撞上,可表示意外碰见某人，也可指身体或物体碰撞。,I happened to bump into a former classmate at the conference.,我碰巧在会议上遇到一位以前的同学。,original_project_authored,draft_auto_validated,495
