record_id,word,dataset_layer,parts_of_speech,pos_evidence_source,pos_status
release-word-1953,pessimistic,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-1954,pet,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1955,petrol,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1956,phase,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1957,phenomenon,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1958,philosophy,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1959,phone,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1960,photo,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1961,photographer,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1962,phrase,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1963,physician,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1964,physics,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1965,piano,curriculum,adjective|adverb|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1966,pick,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1967,picnic,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1968,picture,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1969,pie,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1970,piece,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1971,pig,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1972,pill,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1973,pilot,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1974,pink,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1975,pioneer,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1976,pipe,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1977,pity,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1978,place,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1979,plain,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1980,plan,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1981,plane,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1982,planet,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1983,plant,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1984,plastic,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1985,plate,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1986,platform,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1987,play,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1988,player,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1989,playground,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1990,pleasant,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-1991,please,curriculum,adverb|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1992,pleasure,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-1993,plenty,curriculum,adverb|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1994,plot,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1995,plug,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1996,plus,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1997,p.m.,curriculum,adverb|noun,Open English WordNet 2025,pos_evidence_ready
release-word-1998,pocket,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-1999,poem,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2000,poet,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2001,poetry,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2002,point,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2003,poison,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2004,polar,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2005,pole,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2006,police,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2007,policeman,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2008,policewoman,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2009,policy,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2010,polish,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2011,polite,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2012,political,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2013,politician,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2014,politics,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2015,pollute,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2016,pollution,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2017,pond,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2018,pool,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2019,poor,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2020,popular,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2021,population,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2022,pork,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2023,port,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2024,pose,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2025,position,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2026,positive,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2027,possession,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2028,possible,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2029,post,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2030,postcard,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2031,poster,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2032,postman,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2033,postpone,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2034,pot,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2035,potato,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2036,potential,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2037,pound,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2038,pour,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2039,power,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2040,practical,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2041,practice,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2042,praise,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2043,pray,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2044,precious,curriculum,adjective|adverb,Open English WordNet 2025,pos_evidence_ready
release-word-2045,precisely,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-2046,predict,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2047,prefer,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2048,preference,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2049,prejudice,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2050,premier,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2051,prepare,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2052,present,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2053,presentation,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2054,preserve,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2055,president,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2056,press,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2057,pressure,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2058,pretend,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2059,pretty,curriculum,adjective|adverb,Open English WordNet 2025,pos_evidence_ready
release-word-2060,prevent,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2061,previous,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2062,price,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2063,pride,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2064,primary,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2065,primitive,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2066,principle,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2067,print,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2068,prior,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2069,priority,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2070,prison,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2071,private,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2072,prize,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2073,probably,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-2074,problem,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2075,procedure,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2076,proceed,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2077,process,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2078,produce,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2079,product,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2080,profession,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2081,professional,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2082,professor,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2083,profile,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2084,profit,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2085,programme,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2086,progress,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2087,prohibit,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2088,project,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2089,promise,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2090,promote,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2091,pronounce,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2092,pronunciation,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2093,proof,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2094,proper,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2095,property,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2096,proposal,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2097,prospect,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2098,protect,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2099,protein,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2100,protest,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2101,proud,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2102,prove,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2103,provide,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2104,province,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2105,psychology,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2106,pub,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2107,public,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2108,publish,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2109,pudding,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2110,pull,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2111,punish,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2112,pupil,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2113,purchase,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2114,pure,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2115,purple,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2116,purpose,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2117,purse,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2118,pursue,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2119,push,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2120,put,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2121,qualification,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2122,qualify,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2123,quality,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2124,quantity,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2125,quarter,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2126,queen,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2127,question,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2128,quick,curriculum,adjective|adverb|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2129,quiet,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2130,quit,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2131,quite,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-2132,quote,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2133,rabbit,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2134,race,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2135,racial,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2136,radiation,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2137,radio,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2138,radium,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2139,railway,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2140,rain,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2141,rainbow,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2142,rainy,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2143,raise,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2144,random,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2145,range,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2146,rank,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2147,rapid,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2148,rare,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2149,rate,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2150,rather,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-2151,rating,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2152,raw,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2153,ray,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2154,reach,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2155,react,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2156,reaction,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2157,read,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2158,ready,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2159,real,curriculum,adjective|adverb|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2160,realise,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2161,realistic,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2162,reality,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2163,really,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-2164,reason,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2165,recall,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2166,receipt,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2167,receive,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2168,recently,curriculum,adverb,Open English WordNet 2025,pos_evidence_ready
release-word-2169,receptionist,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2170,recipe,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2171,recite,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2172,recognise,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2173,recognition,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2174,recommend,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2175,record,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2176,recording,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2177,recover,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2178,recreation,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2179,recycle,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2180,red,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2181,reduce,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2182,refer,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2183,reference,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2184,reflect,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2185,reform,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2186,refresh,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2187,refuse,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2188,regard,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2189,regardless,curriculum,adjective|adverb,Open English WordNet 2025,pos_evidence_ready
release-word-2190,region,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2191,register,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2192,regret,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2193,regular,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2194,reject,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2195,relate,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2196,relationship,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2197,relative,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2198,relax,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2199,relay,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2200,release,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2201,relevant,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2202,reliable,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2203,relief,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2204,rely,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2205,remain,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2206,remarkable,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2207,remember,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2208,remind,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2209,remote,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2210,remove,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2211,rent,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2212,repair,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2213,repeat,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2214,replace,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2215,reply,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2216,report,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2217,represent,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2218,representative,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2219,republic,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2220,reputation,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2221,request,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2222,require,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2223,rescue,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2224,research,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2225,reserve,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2226,resident,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2227,resign,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2228,resistance,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2229,resolution,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2230,resolve,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2231,resource,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2232,respect,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2233,respective,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2234,respond,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2235,response,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2236,responsibility,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2237,responsible,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2238,rest,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2239,restaurant,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2240,restore,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2241,restrict,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2242,result,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2243,retire,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2244,return,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2245,reveal,curriculum,verb,Open English WordNet 2025,pos_evidence_ready
release-word-2246,review,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2247,revise,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2248,reward,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2249,rhyme,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2250,rice,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2251,rich,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2252,riddle,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2253,ride,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2254,right,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2255,rigid,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2256,ring,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2257,ripe,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2258,rise,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2259,risk,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2260,river,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2261,road,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2262,roast,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2263,robot,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2264,rock,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2265,rocket,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2266,role,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2267,roll,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2268,romantic,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2269,roof,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2270,room,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2271,root,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2272,rope,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2273,rose,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2274,round,curriculum,adjective|adverb|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2275,route,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2276,routine,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2277,row,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2278,royal,curriculum,adjective|noun,Open English WordNet 2025,pos_evidence_ready
release-word-2279,rubber,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2280,rubbish,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2281,rude,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2282,rugby,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2283,ruin,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2284,rule,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2285,ruler,curriculum,noun,Open English WordNet 2025,pos_evidence_ready
release-word-2286,run,curriculum,noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2287,rural,curriculum,adjective,Open English WordNet 2025,pos_evidence_ready
release-word-2288,rush,curriculum,adjective|noun|verb,Open English WordNet 2025,pos_evidence_ready
release-word-2289,Russia,curriculum,noun|proper_noun,Moby POS and/or rule-documented fallback,supplement_pos_ready
