record_id,word,dataset_layer,match_status,matched_lemmas,parts_of_speech,sense_count,lexicographer_classes,english_definitions,semantic_status
release-word-2065,primitive,curriculum,exact_headword,primitive,adjective|noun,7,adj.all|noun.communication|noun.person,belonging to an early stage of technical development; characterized by simplicity and (often) crudeness || little evolved from or characteristic of an earlier ancestral type || used of preliterate or tribal or nonindustrial societies || of or created by one without formal training; simple or naive in style || a person who belongs to an early stage of civilization || a mathematical expression from which another expression is derived || a word serving as the basis for inflected or derived forms,oewn_semantic_base_ready
release-word-2066,principle,curriculum,exact_headword,principle,noun,6,noun.cognition|noun.communication,a basic generalization that is accepted as true and that can be used as a basis for reasoning or conduct || a rule or standard especially of good behavior || a basic truth or law or assumption || a rule or law concerning a natural phenomenon or the function of a complex system || rule of personal conduct || (law) an explanation of the fundamental reasons (especially an explanation of the working of some device in terms of laws of nature),oewn_semantic_base_ready
release-word-2067,print,curriculum,exact_headword,print,noun|verb,11,noun.artifact|noun.communication|verb.creation,"the text appearing in a book, newspaper, or other printed publication || a picture or design printed from an engraving || a visible indication made on a surface || availability in printed form || a copy of a movie on film (especially a particular version of it) || a fabric with a dyed pattern pressed onto it (usually by engraved rollers) || a printed picture produced from a photographic negative || put into print || write as if with print; not cursive || make into a print || reproduce by printing",oewn_semantic_base_ready
release-word-2068,prior,curriculum,exact_headword,prior,adjective|noun,2,adj.all|noun.person,earlier in time || the head of a religious order; in an abbey the prior is next below the abbot,oewn_semantic_base_ready
release-word-2069,priority,curriculum,exact_headword,priority,noun,2,noun.attribute|noun.state,status established in order of importance or urgency || preceding in time,oewn_semantic_base_ready
release-word-2070,prison,curriculum,exact_headword,prison,noun,2,noun.artifact|noun.state,a correctional institution where persons are confined while on trial or for punishment || a prisonlike situation; a place of seeming confinement,oewn_semantic_base_ready
release-word-2071,private,curriculum,exact_headword,private,adjective|noun,5,adj.all|noun.person,confined to particular persons or groups or providing privacy || concerning things deeply private and personal || concerning one person exclusively || not expressed || an enlisted man of the lowest rank in the Army or Marines,oewn_semantic_base_ready
release-word-2072,prize,curriculum,exact_headword,prize,adjective|noun|verb,7,adj.all|noun.artifact|noun.possession|verb.cognition|verb.contact|verb.possession,"of superior grade || something given for victory or superiority in a contest or competition or for winning a lottery || goods or money obtained illegally || something given as a token of victory || hold dear || to move or force, especially in an effort to get something open || regard highly; think much of",oewn_semantic_base_ready
release-word-2073,probably,curriculum,exact_headword,probably,adverb,2,adv.all,with considerable certainty; without much doubt || easy to believe on the basis of available evidence,oewn_semantic_base_ready
release-word-2074,problem,curriculum,exact_headword,problem,noun,3,noun.cognition|noun.communication|noun.state,a state of difficulty that needs to be resolved || a question raised for consideration or solution || a source of difficulty,oewn_semantic_base_ready
release-word-2075,procedure,curriculum,exact_headword,procedure,noun,4,noun.act|noun.communication,"a particular course of action intended to achieve a result || a process or series of acts especially of a practical or mechanical nature involved in a particular form of work || a set sequence of steps, part of larger computer program || a mode of conducting legal and parliamentary proceedings",oewn_semantic_base_ready
release-word-2076,proceed,curriculum,exact_headword,proceed,verb,5,verb.change|verb.communication|verb.motion|verb.social|verb.stative,"continue talking || move ahead; travel onward in time or space || follow a procedure or take a course || follow a certain course || continue a certain state, condition, or activity",oewn_semantic_base_ready
release-word-2077,process,curriculum,exact_headword,process,noun|verb,13,noun.Tops|noun.act|noun.body|noun.cognition|noun.communication|verb.change|verb.cognition|verb.contact|verb.creation|verb.motion|verb.social,"a particular course of action intended to achieve a result || (psychology) the performance of some composite cognitive activity; an operation that affects mental contents || a writ issued by authority of law; usually compels the defendant's attendance in a civil suit; failure to appear results in a default judgment against the defendant || a mental process that you are not directly aware of || a natural prolongation or projection from a part of an organism either animal or plant || a sustained phenomenon or one marked by gradual changes through a series of states || subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition || deal with in a routine way || perform mathematical and logical operations on (data) according to programmed instructions in order to obtain the required information || institute legal proceedings against; file a suit against || shape, form, or improve a material || deliver a warrant or summons to someone || march in a procession",oewn_semantic_base_ready
release-word-2078,produce,curriculum,exact_headword,produce,noun|verb,8,noun.food|verb.body|verb.creation|verb.perception,"fresh fruits and vegetable grown for the market || bring forth or yield || create or manufacture a man-made product || cause to happen, occur or exist || bring out for display || cultivate by growing, often involving improvements by means of agricultural techniques || bring onto the market or release || come to have or undergo a change of (physical features and attributes)",oewn_semantic_base_ready
release-word-2079,product,curriculum,exact_headword,product,noun,6,noun.artifact|noun.cognition|noun.group|noun.phenomenon|noun.substance,items for sale to the individual consumer || an artifact that has been created by someone or some process || a quantity obtained by multiplication || a chemical substance formed as a result of a chemical reaction || a consequence of someone's efforts or of a particular set of circumstances || the set of ordered pairs of two given sets,oewn_semantic_base_ready
release-word-2080,profession,curriculum,exact_headword,profession,noun,4,noun.act|noun.communication|noun.group,the body of people in a learned occupation || an occupation requiring special education (especially in the liberal arts or sciences) || an open avowal (true or false) of some belief or opinion || affirmation of acceptance of some religion or faith,oewn_semantic_base_ready
release-word-2081,professional,curriculum,exact_headword,professional,adjective|noun,8,adj.all|adj.pert|noun.person,engaged in a profession or engaging in as a profession or means of livelihood || of or relating to or suitable as a profession || characteristic of or befitting a profession or one engaged in a profession || of or relating to a profession || engaged in by members of a profession || a person engaged in one of the learned professions || an athlete who plays for pay || an authority qualified to teach apprentices,oewn_semantic_base_ready
release-word-2082,professor,curriculum,exact_headword,professor,noun,1,noun.person,someone who is a member of the faculty at a college or university,oewn_semantic_base_ready
release-word-2083,profile,curriculum,exact_headword,profile,noun|verb,7,noun.communication|noun.location|noun.state|verb.creation,"an analysis (often in graphical form) representing the extent to which something exhibits various characteristics || an outline of something (especially a human face as seen from one side) || biographical sketch || degree of exposure to public notice || a vertical section of the Earth's crust showing the different horizons or layers || write about || represent in profile, by drawing or painting",oewn_semantic_base_ready
release-word-2084,profit,curriculum,exact_headword,profit,noun|verb,4,noun.attribute|noun.possession|verb.possession,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses) || the advantageous quality of being beneficial || derive a benefit from || make a profit; gain money or materially,oewn_semantic_base_ready
release-word-2085,programme,curriculum,exact_headword,programme|program,noun|verb,19,noun.act|noun.cognition|noun.communication|verb.communication|verb.creation,an announcement of the events that will occur as part of a theatrical or sporting event || an integrated course of academic studies || a radio or television show || (computer science) a sequence of instructions that a computer can interpret and execute || a system of projects or services intended to meet a public need || a series of steps to be carried out or goals to be accomplished || a performance (or series of performances) at a public presentation || write a computer program || arrange a program of or for || a series of steps to be carried out or goals to be accomplished || a system of projects or services intended to meet a public need || a radio or television show || a document stating the aims and principles of a political party || an announcement of the events that will occur as part of a theatrical or sporting event || an integrated course of academic studies || (computer science) a sequence of instructions that a computer can interpret and execute || a performance (or series of performances) at a public presentation || arrange a program of or for || write a computer program,oewn_semantic_base_ready
release-word-2086,progress,curriculum,exact_headword,progress,noun|verb,6,noun.act|noun.event|verb.change|verb.motion,"gradual improvement or growth or development || the act of moving forward (as toward a goal) || a movement forward || develop in a positive way || move forward, also in the metaphorical sense || form or accumulate steadily",oewn_semantic_base_ready
release-word-2087,prohibit,curriculum,exact_headword,prohibit,verb,1,verb.communication,command against,oewn_semantic_base_ready
release-word-2088,project,curriculum,exact_headword,project,noun|verb,14,noun.act|noun.cognition|verb.cognition|verb.communication|verb.contact|verb.creation|verb.perception|verb.stative,"any piece of work that is undertaken or attempted || a planned undertaking || communicate vividly || extend out or project in space || transfer (ideas or principles) from one domain into another || project on a screen || cause to be heard || draw a projection of || make or work out a plan for; devise || present for consideration, examination, criticism, etc. || imagine; conceive of; see in one's mind || put or send forth || throw, send, or cast forward || regard as objective",oewn_semantic_base_ready
release-word-2089,promise,curriculum,exact_headword,promise,noun|verb,6,noun.cognition|noun.communication|verb.communication|verb.stative,a verbal commitment by one person to another agreeing to do (or not to do) something in the future || grounds for feeling hopeful about the future || make a promise or commitment || promise to undertake or give || make a prediction about; tell in advance || give grounds for expectations,oewn_semantic_base_ready
release-word-2090,promote,curriculum,exact_headword,promote,verb,5,verb.communication|verb.competition|verb.social,"contribute to the progress or growth of || give a promotion to or assign to a higher position || make publicity for; try to sell (a product) || be changed for a superior chess or checker piece || change a pawn for a better piece by advancing it to the eighth row, or change a checker piece for a more valuable piece by moving it to the row closest to your opponent",oewn_semantic_base_ready
release-word-2091,pronounce,curriculum,exact_headword,pronounce,verb,2,verb.communication,"speak, pronounce, or utter in a certain way || pronounce judgment on",oewn_semantic_base_ready
release-word-2092,pronunciation,curriculum,exact_headword,pronunciation,noun,2,noun.communication,the manner in which someone utters a word || the way a word or a language is customarily spoken,oewn_semantic_base_ready
release-word-2093,proof,curriculum,exact_headword,proof,adjective|noun|verb,12,adj.all|noun.act|noun.artifact|noun.cognition|noun.communication|noun.quantity|verb.change|verb.cognition|verb.contact|verb.creation,"(used in combination or as a suffix) able to withstand || any factual evidence that helps to establish the truth of something || a formal series of statements showing that if one thing is true something else necessarily follows from it || a measure of alcoholic strength expressed as an integer twice the percentage of alcohol present (by volume) || (printing) an impression made to check for errors || a trial photographic print from a negative || the act of validating; finding or testing the truth of something || make or take a proof of, such as a photographic negative, an etching, or typeset || knead to reach proper lightness || read for errors || activate by mixing with water and sometimes sugar or milk || make resistant (to harm)",oewn_semantic_base_ready
release-word-2094,proper,curriculum,exact_headword,proper,adjective,4,adj.all,"marked by suitability or rightness or appropriateness || having all the qualities typical of the thing specified || limited to the thing specified || appropriate for a condition or purpose or occasion or a person's character, needs",oewn_semantic_base_ready
release-word-2095,property,curriculum,exact_headword,property,noun,5,noun.artifact|noun.attribute|noun.cognition|noun.location|noun.possession,something owned; any tangible or intangible possession that is owned by someone || a basic or essential property shared by all members of a class || any area set aside for a particular purpose || a construct whereby objects or individuals can be distinguished || any movable articles or objects used on the set of a play or movie,oewn_semantic_base_ready
release-word-2096,proposal,curriculum,exact_headword,proposal,noun,3,noun.communication,something proposed (such as a plan or assumption) || an offer of marriage || the act of making a proposal,oewn_semantic_base_ready
release-word-2097,prospect,curriculum,exact_headword,prospect,noun|verb,7,noun.act|noun.cognition|noun.person|noun.state|verb.cognition|verb.perception,"the possibility of future success || belief about (or mental picture of) the future || someone who is considered for something (for an office or prize or honor etc.) || the visual percept of a region || a prediction of the course of a disease || search for something desirable || explore for useful or valuable things or substances, such as minerals",oewn_semantic_base_ready
release-word-2098,protect,curriculum,exact_headword,protect,verb,2,verb.competition,"shield from danger, injury, destruction, or damage || use tariffs to favor domestic industry",oewn_semantic_base_ready
release-word-2099,protein,curriculum,exact_headword,protein,noun,1,noun.substance,any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes,oewn_semantic_base_ready
release-word-2100,protest,curriculum,exact_headword,protest,noun|verb,6,noun.act|noun.communication|verb.communication|verb.social,a formal and solemn declaration of objection || the act of protesting; a public (often organized) manifestation of dissent || the act of making a strong public expression of disagreement and disapproval || utter words of protest || express opposition through action or words || affirm or avow formally or solemnly,oewn_semantic_base_ready
release-word-2101,proud,curriculum,exact_headword,proud,adjective,2,adj.all,feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride || having or displaying great dignity or nobility,oewn_semantic_base_ready
release-word-2102,prove,curriculum,exact_headword,prove,verb,9,verb.cognition|verb.communication|verb.creation|verb.motion|verb.social|verb.stative,"be shown or be found to be || establish the validity of something, as by an example, explanation or experiment || provide evidence for || prove formally; demonstrate by a mathematical, formal proof || put to the test, as for its quality, or give experimental use to || increase in volume || cause to puff up with a leaven || take a trial impression of || obtain probate of",oewn_semantic_base_ready
release-word-2103,provide,curriculum,exact_headword,provide,verb,7,verb.change|verb.communication|verb.consumption|verb.possession|verb.social|verb.stative,"give something useful or necessary to || give what is desired or needed, especially support, food or sustenance || determine (what is to happen in certain contingencies), especially by including a proviso condition or stipulation || mount or put up || make a possibility or provide opportunity for; permit to be attainable or cause to remain || supply means of subsistence; earn a living || take measures in preparation for",oewn_semantic_base_ready
release-word-2104,province,curriculum,exact_headword,province,noun,2,noun.location|noun.state,the territory occupied by one of the constituent administrative districts of a nation || the proper sphere or extent of your activities,oewn_semantic_base_ready
release-word-2105,psychology,curriculum,exact_headword,psychology,noun,1,noun.cognition,the science of mental life,oewn_semantic_base_ready
release-word-2106,pub,curriculum,exact_headword,pub,noun,1,noun.artifact,tavern consisting of a building with a bar and public rooms; often provides light meals,oewn_semantic_base_ready
release-word-2107,public,curriculum,exact_headword,public,adjective|noun,4,adj.all|noun.group,not private; open to or concerning the people as a whole || affecting the people or community as a whole || people in general considered as a whole || a body of people sharing some common interest,oewn_semantic_base_ready
release-word-2108,publish,curriculum,exact_headword,publish,verb,3,verb.communication|verb.creation,put into print || prepare and issue for public distribution or sale || have (one's work) issued for publication,oewn_semantic_base_ready
release-word-2109,pudding,curriculum,exact_headword,pudding,noun,3,noun.food,any of various soft thick unsweetened baked dishes || (British) the dessert course of a meal (‘pud’ is used informally) || any of various soft sweet desserts thickened usually with flour and baked or boiled or steamed,oewn_semantic_base_ready
release-word-2110,pull,curriculum,exact_headword,pull,noun|verb,24,noun.act|noun.artifact|noun.attribute|noun.phenomenon|noun.state|verb.body|verb.change|verb.competition|verb.contact|verb.motion|verb.social,"the act of pulling; applying force to move something toward or with you || the force used in pulling || special advantage or influence || a device used for pulling something || a sharp strain on muscles or ligaments || a slow inhalation (as of tobacco smoke) || a sustained effort || cause to move by pulling || direct toward itself or oneself by means of some psychological power or physical attributes || move into a certain direction || apply force so as to cause motion towards the source of the motion || perform an act, usually with a negative connotation || bring, take, or pull out of a container or from under a cover || steer into a certain direction || strain abnormally || cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense || operate when rowing a boat || rein in to keep from winning a race || tear or be torn violently || hit in the direction that the player is facing when carrying through the swing || strip of feathers || remove, usually with some force or effort; also used in an abstract sense || take sides with; align oneself with; show strong sympathy for || remove something concrete, as by lifting, pushing, or taking off, or remove something abstract",oewn_semantic_base_ready
release-word-2111,punish,curriculum,exact_headword,punish,verb,1,verb.social,impose a penalty on; inflict punishment on,oewn_semantic_base_ready
release-word-2112,pupil,curriculum,exact_headword,pupil,noun,3,noun.body|noun.person,a learner who is enrolled in an educational institution || the contractile aperture in the center of the iris of the eye; resembles a large black dot || a young person attending school (up through senior high school),oewn_semantic_base_ready
release-word-2113,purchase,curriculum,exact_headword,purchase,noun|verb,5,noun.act|noun.phenomenon|noun.possession|verb.possession,the acquisition of something for payment || something acquired by purchase || a means of exerting influence or gaining advantage || the mechanical advantage gained by being in a position to use a lever || obtain by purchase; acquire by means of a financial transaction,oewn_semantic_base_ready
release-word-2114,pure,curriculum,exact_headword,pure,adjective,7,adj.all,free of extraneous elements of any kind || without qualification; used informally as (often pejorative) intensifiers || (of color) being chromatically pure; not diluted with white or grey or black || free from discordant qualities || concerned with theory and data rather than practice; opposed to applied || (used of persons or behaviors) having no faults; sinless || in a state of sexual virginity,oewn_semantic_base_ready
release-word-2115,purple,curriculum,exact_headword,purple,adjective|noun|verb,8,adj.all|noun.artifact|noun.attribute|noun.state|verb.change,of a color intermediate between red and blue || excessively elaborate or showily expressed || belonging to or befitting a supreme ruler || a color between red and blue || (in ancient Rome) position of imperial status || (Roman Catholic Church) official dress of a cardinal; so named after the Tyrial purple color of the robes || become purple || color purple,oewn_semantic_base_ready
release-word-2116,purpose,curriculum,exact_headword,purpose,noun|verb,5,noun.attribute|noun.cognition|verb.cognition,an anticipated outcome that is intended or that guides your planned actions || what something is used for || the quality of being determined to do or achieve something; firmness of purpose || propose or intend || reach a decision,oewn_semantic_base_ready
release-word-2117,purse,curriculum,exact_headword,purse,noun|verb,6,noun.artifact|noun.possession|verb.change|verb.contact,a container used for carrying money and small personal items or accessories (especially by women) || a sum of money spoken of as the contents of a money purse || a small bag for carrying money || a sum of money offered as a prize || contract one's lips into a rounded shape || gather or contract into wrinkles or folds; pucker,oewn_semantic_base_ready
release-word-2118,pursue,curriculum,exact_headword,pursue,verb,4,verb.contact|verb.motion|verb.social,carry out or participate in an activity; be involved in || follow in or as if in pursuit || go in search of or hunt for || carry further or advance,oewn_semantic_base_ready
release-word-2119,push,curriculum,exact_headword,push,noun|verb,15,noun.act|noun.artifact|noun.attribute|noun.phenomenon|verb.communication|verb.contact|verb.motion|verb.possession|verb.social,"the act of applying force in order to move something away || the force used in pushing || enterprising or ambitious drive || an electrical switch operated by pressing || an effort to advance || move with force || press, drive, or impel (someone) to action or completion of an action || make publicity for; try to sell (a product) || strive and make an effort to reach a goal || press against forcefully without moving || approach a certain age or speed || exert oneself continuously, vigorously, or obtrusively to gain an end or engage in a crusade for a certain cause or person; be an advocate for || sell or promote the sale of (illegal goods such as drugs) || move strenuously and with effort || make strenuous pushing movements during birth to expel the baby",oewn_semantic_base_ready
release-word-2120,put,curriculum,exact_headword,put,noun|verb,10,noun.act|verb.cognition|verb.communication|verb.consumption|verb.contact|verb.creation|verb.perception|verb.possession,"the option to sell a given stock (or stock index or commodity future) at a given price before a given date || put into a certain place or abstract location || cause to be in a certain state; cause to be in a certain relation || formulate in a particular style or language || attribute or give || make an investment || estimate || cause (someone) to undergo something || adapt || arrange thoughts, ideas, temporal events",oewn_semantic_base_ready
release-word-2121,qualification,curriculum,exact_headword,qualification,noun,3,noun.act|noun.attribute|noun.communication,an attribute that must be met or complied with and that fits a person for something || the act of modifying or changing the strength of some idea || a statement that limits or restricts some claim,oewn_semantic_base_ready
release-word-2122,qualify,curriculum,exact_headword,qualify,verb,7,verb.change|verb.communication|verb.stative,prove capable or fit; meet requirements || pronounce fit or able || make more specific || make fit or prepared || specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement || describe or portray the character or the qualities or peculiarities of || add a modifier to a constituent,oewn_semantic_base_ready
release-word-2123,quality,curriculum,exact_headword,quality,adjective|noun,7,adj.all|noun.attribute|noun.cognition|noun.state,of superior grade || of high social status || an essential and distinguishing attribute of something or someone || a degree or grade of excellence or worth || a characteristic property that defines the apparent individual nature of something || (music) the distinctive property of a complex sound (a voice or noise or musical sound) || high social status,oewn_semantic_base_ready
release-word-2124,quantity,curriculum,exact_headword,quantity,noun,3,noun.Tops|noun.attribute|noun.cognition,how much there is or how many there are of something that you can quantify || an adequate or large amount || the concept that something has a magnitude and can be represented in mathematical expressions by a constant or a variable,oewn_semantic_base_ready
release-word-2125,quarter,curriculum,exact_headword,quarter,noun|verb,18,noun.act|noun.artifact|noun.location|noun.person|noun.possession|noun.quantity|noun.relation|noun.time|verb.cognition|verb.contact|verb.social|verb.stative,"one of four equal parts || a district of a city having some distinguishing character || (football, professional basketball) one of four divisions into which some games are divided || a unit of time equal to 15 minutes or a quarter of an hour || one of four periods into which the school year is divided || a fourth part of a year; three months || one of the four major division of the compass || a quarter of a hundredweight (25 pounds) || a quarter of a hundredweight (28 pounds) || a United States or Canadian coin worth one fourth of a dollar || an unspecified person || the rear part of a ship || piece of leather that comprises the part of a shoe or boot covering the heel and joining the vamp || clemency or mercy shown to a defeated opponent || provide housing for (military personnel) || pull (a person) apart with four horses tied to their extremities, so as to execute them || divide into quarters || divide by four; divide into quarters",oewn_semantic_base_ready
release-word-2126,queen,curriculum,exact_headword,queen,noun|verb,12,noun.animal|noun.artifact|noun.person|verb.motion|verb.social,"the only fertile female in a colony of social insects such as bees and ants and termites; its function is to lay eggs || a female sovereign ruler || the wife or widow of a king || something personified as a woman who is considered the best or most important of her kind || offensive term for a homosexual man || one of four face cards in a deck bearing a picture of a queen || (chess) the most powerful piece || an especially large mole rat and the only member of a colony of naked mole rats to bear offspring which are sired by only a few males || female cat || a female competitor who holds a preeminent position || promote to a queen, as of a pawn in chess || become a queen",oewn_semantic_base_ready
release-word-2127,question,curriculum,exact_headword,question,noun|verb,11,noun.attribute|noun.communication|verb.communication,"an instance of questioning || the subject matter at issue || a sentence of inquiry that asks for a reply || uncertainty about the truth or factuality or existence of something || a formal proposal for action made to a deliberative assembly for discussion and vote || an informal reference to a marriage proposal || challenge the accuracy, probity, or propriety of || pose a series of questions to || pose a question || conduct an interview in television, newspaper, and radio reporting || place in doubt or express doubtful speculation",oewn_semantic_base_ready
release-word-2128,quick,curriculum,exact_headword,quick,adjective|adverb|noun,8,adj.all|adv.all|noun.body,accomplished rapidly and without delay || hurried and brief || moving quickly and lightly || apprehending and responding with speed and sensitivity || performed with little or no delay || easily aroused or excited || any area of the body that is highly sensitive to pain (as the flesh underneath the skin or a fingernail or toenail) || with little or no delay,oewn_semantic_base_ready
release-word-2129,quiet,curriculum,exact_headword,quiet,adjective|adverb|noun|verb,13,adj.all|adv.all|noun.attribute|noun.state|verb.emotion|verb.perception,"characterized by an absence or near absence of agitation or activity || free of noise or uproar; or making little if any sound || not showy or obtrusive || in a softened tone || (of a body of water) free from disturbance by heavy waves || (of the sun) characterized by a low level of surface phenomena, such as sunspots || a period of calm weather || an untroubled state; free from disturbances || the absence of sound || a disposition free from stress or emotion || with little or no activity or no agitation (‘quiet’ is a nonstandard variant for ‘quietly’) || become quiet or quieter || make calm or still",oewn_semantic_base_ready
release-word-2130,quit,curriculum,exact_headword,quit,verb,5,verb.competition|verb.motion|verb.possession|verb.social|verb.stative,put an end to a state or an activity || give up or retire from a position || go away or leave || turn away from; give up || give up in the face of defeat of lacking hope; admit defeat,oewn_semantic_base_ready
release-word-2131,quite,curriculum,exact_headword,quite,adverb,4,adv.all,to a degree (not used with a negative) || to the greatest extent; completely || of an unusually noticeable or exceptional or remarkable kind (not used with a negative) || actually or truly or to an extreme,oewn_semantic_base_ready
release-word-2132,quote,curriculum,exact_headword,quote,noun|verb,6,noun.communication|verb.communication,a punctuation mark used to attribute the enclosed text to someone else || a passage or expression that is quoted or cited || repeat a passage from || name the price of || refer to for illustration or proof || put quote marks around,oewn_semantic_base_ready
release-word-2133,rabbit,curriculum,exact_headword,rabbit,noun|verb,4,noun.animal|noun.food|noun.substance|verb.competition,any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food || the fur of a rabbit || flesh of any of various rabbits or hares (wild or domesticated) eaten as food || hunt rabbits,oewn_semantic_base_ready
release-word-2134,race,curriculum,exact_headword,race,noun|verb,10,noun.artifact|noun.event|noun.group|noun.phenomenon|verb.competition|verb.motion|verb.social,"any competition || a contest of speed || people who are believed to belong to the same genetic stock || (biology) a taxonomic group that is a division of a species; usually arises as a consequence of geographical isolation within a species || the flow of air that is driven backwards by an aircraft propeller || a canal for a current of water || move hurridly || compete in a race || to work as fast as possible towards a goal, sometimes in competition with others || cause to move fast or to rush or race",oewn_semantic_base_ready
release-word-2135,racial,curriculum,exact_headword,racial,adjective,2,adj.all|adj.pert,of or related to genetically distinguished groups of people || of or characteristic of race or races or arising from differences among groups,oewn_semantic_base_ready
release-word-2136,radiation,curriculum,exact_headword,radiation,noun,7,noun.act|noun.body|noun.event|noun.phenomenon|noun.process|noun.state,"energy that is radiated or transmitted in the form of rays or waves or particles || the act of spreading outward from a central source || syndrome resulting from exposure to ionizing radiation (e.g., exposure to radioactive chemicals or to nuclear explosions); low doses cause diarrhea and nausea and vomiting and sometimes loss of hair; greater exposure can cause sterility and cataracts and some forms of cancer and other diseases; severe exposure can cause death within hours || the spontaneous emission of a stream of particles or electromagnetic rays in nuclear decay || the spread of a group of organisms into new habitats || a radial arrangement of nerve fibers connecting different parts of the brain || (medicine) the treatment of disease (especially cancer) by exposure to a radioactive substance",oewn_semantic_base_ready
release-word-2137,radio,curriculum,exact_headword,radio,adjective|noun|verb,5,adj.pert|noun.artifact|noun.communication|verb.communication,indicating radiation or radioactivity || medium for communication || an electronic receiver that detects and demodulates and amplifies transmitted signals || a communication system based on broadcasting electromagnetic waves || transmit messages via radio waves,oewn_semantic_base_ready
release-word-2138,radium,curriculum,exact_headword,radium,noun,1,noun.substance,an intensely radioactive metallic element that occurs in minute amounts in uranium ores,oewn_semantic_base_ready
release-word-2139,railway,curriculum,exact_headword,railway,noun,2,noun.artifact,line that is the commercial organization responsible for operating a system of transportation for trains that pull passengers or freight || a line of track providing a runway for wheels,oewn_semantic_base_ready
release-word-2140,rain,curriculum,exact_headword,rain,noun|verb,4,noun.attribute|noun.phenomenon|noun.substance|verb.weather,water falling in drops from vapor condensed in the atmosphere || drops of fresh water that fall as precipitation from clouds || anything happening rapidly or in quick successive || precipitate as rain,oewn_semantic_base_ready
release-word-2141,rainbow,curriculum,exact_headword,rainbow,noun,2,noun.cognition|noun.object,an arc of colored light in the sky caused by refraction of the sun's rays by rain || an illusory hope,oewn_semantic_base_ready
release-word-2142,rainy,curriculum,exact_headword,rainy,adjective,1,adj.all,(of weather) wet by periods of rain,oewn_semantic_base_ready
release-word-2143,raise,curriculum,exact_headword,raise,noun|verb,32,noun.act|noun.attribute|noun.object|verb.body|verb.change|verb.cognition|verb.communication|verb.competition|verb.creation|verb.emotion|verb.motion|verb.possession|verb.social,"the amount a salary is increased || an upward slope or grade (as in a road) || increasing the size of a bet (as in poker) || the act of raising something || raise the level or amount of something || raise from a lower to a higher position || cause to be heard or known; express or utter || collect funds for a specific purpose || cultivate by growing, often involving improvements by means of agricultural techniques || look after a child until it is an adult || summon into action or bring into existence, often as if by magic || move upwards || construct, build, or erect || call forth (emotions, feelings, and responses) || create a disturbance, especially by making a great noise || raise in rank or condition || increase the level of || give a promotion to or assign to a higher position || cause to puff up with a leaven || bid (one's partner's suit) at a higher level || bet more than the previous player || cause to assemble or enlist in military || put forward for consideration or discussion || pronounce (vowels) by bringing the tongue closer to the roof of the mouth || activate or stir up || establish radio communications with || multiply (a number) by itself a specified number of times: 8 is 2 raised to the power 3 || bring (a surface or a design) into relief and cause to project || invigorate or heighten || put an end to a situation || cause to become alive again || register formally as a participant or member",oewn_semantic_base_ready
release-word-2144,random,curriculum,exact_headword,random,adjective,1,adj.all,lacking any definite plan or order or purpose; governed by or depending on chance,oewn_semantic_base_ready
release-word-2145,range,curriculum,exact_headword,range,noun|verb,17,noun.artifact|noun.attribute|noun.cognition|noun.group|noun.location|noun.object|verb.cognition|verb.consumption|verb.contact|verb.motion|verb.stative,"an area in which something acts or operates or has power or control: || the limits within which something can be effective || a large tract of grassy open land on which livestock can graze || a series of hills or mountains || a place for shooting (firing or driving) projectiles of various kinds || a variety of different things or activities || (mathematics) the set of values of the dependent variable for which a function is defined || the limit of capability || a kitchen appliance used for cooking food || change or be different within limits || move about aimlessly or without any destination, often in search of food or employment || have a range; be capable of projecting over a certain distance, as of a gun || range or extend over; occupy a certain area || lay out orderly or logically in a line or as if in a line || feed as in a meadow or pasture || let eat || assign a rank or rating to",oewn_semantic_base_ready
release-word-2146,rank,curriculum,exact_headword,rank,adjective|noun|verb,13,adj.all|noun.group|noun.state|verb.cognition|verb.stative,very fertile; producing profuse growth || very offensive in smell or taste || conspicuously and outrageously bad or reprehensible || complete and without restriction or qualification; sometimes used informally as intensifiers || growing profusely || a row or line of people (especially soldiers or police) standing abreast of one another || relative status || the ordinary members of an organization (such as the enlisted soldiers of an army) || position in a social hierarchy || the body of members of an organization or group || take or have a position relative to others || assign a rank or rating to || take precedence or surpass others in rank,oewn_semantic_base_ready
release-word-2147,rapid,curriculum,exact_headword,rapid,adjective|noun,3,adj.all|noun.object,done or occurring in a brief period of time || characterized by speed; moving with or capable of moving with high speed || a part of a river where the current is very fast,oewn_semantic_base_ready
release-word-2148,rare,curriculum,exact_headword,rare,adjective,6,adj.all,not widely known; especially valued for its uncommonness || recurring only at long intervals || not widely distributed || having low density || marked by an uncommon quality; especially superlative or extreme of its kind || (of meat) cooked a short time; still red inside,oewn_semantic_base_ready
