record_id,phrase,normalized_phrase,accepted_variants,introduced_level,included_in,phrase_type,evidence_route,form_evidence,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,selection_reason,qa_status,human_review_claimed
PH-C4-0083,spill over,spill over,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,spill_over%2:37:00::|spill_over%2:38:01::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0084,spin out,spin out,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,spin_out%2:30:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0085,stir up,stir up,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,stir_up%2:32:00::|stir_up%2:35:00::|stir_up%2:37:00::|stir_up%2:41:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0086,straighten out,straighten out,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,straighten_out%2:30:00::|straighten_out%2:30:01::|straighten_out%2:30:02::|straighten_out%2:31:00::|straighten_out%2:35:00::|straighten_out%2:35:01::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0087,straighten up,straighten up,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,straighten_up%2:38:01::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0088,swear off,swear off,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,swear_off%2:32:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0089,tide over,tide over,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,tide_over%2:42:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0090,toss off,toss off,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,toss_off%2:34:00::|toss_off%2:36:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0091,ally with,ally with,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,ally_with%2:41:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0092,bang out,bang out,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bang_out%2:36:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0093,bargain down,bargain down,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bargain_down%2:40:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0094,beat a retreat,beat a retreat,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,beat_a_retreat%2:38:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0095,bend over backwards,bend over backwards,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bend_over_backwards%2:29:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0096,breeze through,breeze through,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,breeze_through%2:41:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0097,bring forth,bring forth,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bring_forth%2:29:00::|bring_forth%2:36:00::|bring_forth%2:36:01::|bring_forth%2:39:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0098,bubble over,bubble over,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bubble_over%2:37:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0099,bubble up,bubble up,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bubble_up%2:38:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0100,buckle under,buckle under,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,buckle_under%2:32:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0101,bump up,bump up,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bump_up%2:30:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0102,burst forth,burst forth,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,burst_forth%2:30:00::|burst_forth%2:30:01::|burst_forth%2:38:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0103,cart away,cart away,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cart_away%2:35:00::,false,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0104,call forth,call forth,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,call_forth%2:36:00::|call_forth%2:36:01::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0105,hold forth,hold forth,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,hold_forth%2:32:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0106,pitch into,pitch into,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,pitch_into%2:35:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0107,rub down,rub down,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,rub_down%2:35:00::|rub_down%2:35:01::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0108,rub out,rub out,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,rub_out%2:35:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0109,smash up,smash up,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,smash-up%1:11:00::|smash_up%2:35:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0110,stand pat,stand pat,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,stand_pat%2:32:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0111,tick off,tick off,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,tick_off%2:31:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0112,break through,break through,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,break_through%2:30:00::|break_through%2:30:01::|break_through%2:30:02::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0113,bring up,bring up,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bring_up%2:29:00::|bring_up%2:32:00::|bring_up%2:32:06::|bring_up%2:36:00::|bring_up%2:38:00::|bring_up%2:38:02::|bring_up%2:41:00::|bring_up%2:41:01::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0114,come about,come about,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,come_about%2:30:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0115,come off,come off,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,come_off%2:30:00::|come_off%2:35:00::|come_off%2:35:01::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0116,cut in,cut in,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cut-in%1:04:00::|cut-in%1:04:01::|cut_in%2:30:00::|cut_in%2:30:01::|cut_in%2:32:00::|cut_in%2:38:00::|cut_in%2:40:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0117,drop out,drop out,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,drop_out%2:33:00::|drop_out%2:41:00::|drop_out%2:41:01::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0118,fall behind,fall behind,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fall_behind%2:33:00::|fall_behind%2:38:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0119,get across,get across,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_across%2:31:00::|get_across%2:32:00::|get_across%2:38:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0120,get around,get around,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_around%2:32:00::|get_around%2:32:01::|get_around%2:38:00::|get_around%2:41:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0121,get by,get by,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_by%2:32:00::|get_by%2:38:00::|get_by%2:41:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0122,get down to,get down to,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0123,give away,give away,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,give_away%2:32:00::|give_away%2:32:01::|give_away%2:40:00::|give_away%2:40:01::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0124,give in,give in,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,give_in%2:32:01::|give_in%2:32:02::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0125,go against,go against,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_against%2:41:00::|go_against%2:41:01::|go_against%2:42:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0126,go without,go without,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0127,hand over,hand over,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,hand_over%2:40:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0128,hold down,hold down,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,hold-down%1:04:00::|hold_down%2:30:00::|hold_down%2:40:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0129,leave behind,leave behind,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,leave_behind%2:30:00::|leave_behind%2:30:03::|leave_behind%2:38:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0130,make for,make for,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,make_for%2:36:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0131,pass away,pass away,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,pass_away%2:30:00::|pass_away%2:30:01::,false,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0132,put off,put off,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,put_off%2:32:03::|put_off%2:37:00::|put_off%2:37:02::|put_off%2:37:04::|put_off%2:42:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0133,run down,run down,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,run-down%5:00:00:malfunctioning:00|run-down%5:00:00:worn:00|run_down%2:29:00::|run_down%2:29:01::|run_down%2:38:00::|run_down%2:38:02::|run_down%2:39:00::|run_down%2:40:00::|run_down%2:41:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0134,see through,see through,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,see-through%5:00:00:thin:01|see_through%2:30:00::|see_through%2:39:00::|see_through%2:40:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0135,take for,take for,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,take_for%2:31:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0136,throw off,throw off,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,throw_off%2:35:00::|throw_off%2:38:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0137,tie up,tie up,[],cet4,"[""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,tie-up%1:11:00::|tie-up%1:26:00::|tie_up%2:35:00::|tie_up%2:35:01::|tie_up%2:35:04::|tie_up%2:35:05::|tie_up%2:40:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0138,carbon dioxide,carbon dioxide,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,carbon_dioxide%1:27:00::,true,19,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0139,high tech,high tech,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,high-tech%3:00:00::|high_tech%1:04:00::,false,12,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0140,middle aged,middle aged,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,middle-aged%5:00:00:old:02,true,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0141,immune system,immune system,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,immune_system%1:08:00::,false,17,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0142,self improvement,self improvement,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,self-improvement%1:04:00::,true,11,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0143,economic growth,economic growth,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,economic_growth%1:22:00::,false,14,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0144,magnetic field,magnetic field,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,magnetic_field%1:19:00::,true,9,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0145,self determination,self determination,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,self-determination%1:07:00::|self-determination%1:26:00::,true,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0146,self defense,self defense,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,self-defense%1:04:00::,true,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0147,self evident,self evident,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,self-evident%5:00:00:obvious:00,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0148,self sufficient,self sufficient,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,self-sufficient%5:00:00:independent:00,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0149,space shuttle,space shuttle,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,space_shuttle%1:06:00::,false,9,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0150,golden age,golden age,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,golden_age%1:28:01::|golden_age%1:28:02::,true,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0151,federal government,federal government,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,federal_government%1:14:00::,false,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0152,law enforcement,law enforcement,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,law_enforcement%1:04:00::,false,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0153,self respect,self respect,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,self-respect%1:07:00::,true,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0154,self awareness,self awareness,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,self-awareness%1:09:00::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0155,self confidence,self confidence,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,self-confidence%1:09:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0156,self control,self control,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,self-control%1:04:00::|self-control%1:07:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0157,self discipline,self discipline,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,self-discipline%1:04:00::|self-discipline%1:07:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0158,self discovery,self discovery,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,self-discovery%1:04:00::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0159,self worth,self worth,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,self-worth%1:07:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0160,mass media,mass media,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,approved_dictionary_candidate_pool,Moby,,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0161,news media,news media,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,news_media%1:10:00::,false,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0162,stream of consciousness,stream of consciousness,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,stream_of_consciousness%1:09:00::|stream_of_consciousness%1:10:00::,true,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0163,big bang,big bang,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,big_bang%1:11:00::,false,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0164,general assembly,general assembly,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,general_assembly%1:14:00::,false,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0165,immune response,immune response,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,immune_response%1:04:00::,false,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0166,classical music,classical music,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,classical_music%1:10:00::,false,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0167,cost effective,cost effective,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,cost-effective%5:00:00:efficient:00,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0168,low tech,low tech,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,low-tech%3:00:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0169,natural selection,natural selection,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,natural_selection%1:22:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0170,mother tongue,mother tongue,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,mother_tongue%1:10:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0171,stock exchange,stock exchange,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,stock_exchange%1:06:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0172,body mass index,body mass index,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,body_mass_index%1:10:00::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0173,code of conduct,code of conduct,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,code_of_conduct%1:09:00::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0174,population growth,population growth,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,population_growth%1:22:00::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0175,language learning,language learning,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,language_learning%1:09:00::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0176,life expectancy,life expectancy,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,life_expectancy%1:28:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0177,light bulb,light bulb,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,light_bulb%1:06:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0178,lightning rod,lightning rod,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,lightning_rod%1:06:00::|lightning_rod%1:18:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0179,stock market,stock market,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,stock_market%1:06:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0180,urban renewal,urban renewal,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,urban_renewal%1:04:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0181,stage fright,stage fright,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,stage_fright%1:12:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0182,rat race,rat race,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,rat_race%1:04:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0183,road rage,road rage,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,road_rage%1:04:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0184,ozone layer,ozone layer,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,ozone_layer%1:17:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0185,prescription drug,prescription drug,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,prescription_drug%1:06:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0186,organ donor,organ donor,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,organ_donor%1:18:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0187,extended family,extended family,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,extended_family%1:14:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0188,fossil fuel,fossil fuel,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,fossil_fuel%1:27:00::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0189,growth rate,growth rate,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,growth_rate%1:28:00::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0190,life span,life span,[],cet4,"[""cet4"", ""cet6""]",fixed_structure,approved_dictionary_candidate_pool,Moby,,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0191,tourist attraction,tourist attraction,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,tourist_attraction%1:09:00::,false,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0192,user friendly,user friendly,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,user-friendly%5:00:00:easy:01,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0193,crystal clear,crystal clear,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,crystal_clear%5:00:00:clear:00|crystal_clear%5:00:00:clear:02,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0194,high altitude,high altitude,[],cet4,"[""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,high-altitude%5:00:00:high:01,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0195,fairy tale,fairy tale,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,fairy_tale%1:10:00::|fairy_tale%1:10:01::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0196,genetic code,genetic code,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,genetic_code%1:14:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-C4-0197,blood vessel,blood vessel,[],cet4,"[""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,blood_vessel%1:08:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
