record_id,word,legacy_candidate_form,dataset_layer,selection_status,relevance_score,bnc_rank,contemporary_rank,part_of_speech,oewn_lexicographer_classes,theme_candidates,inclusion_reason,selection_sources,definitions_zh,phonetic_uk,phonetic_us
extension-draft-0373,jewel,jewel,extension,draft_priority_needs_semantic_review,7,6409,6074,n|v,noun.artifact|noun.person|verb.creation,人与社会,独立语料频率支持较强（BNC 6409；当代语料 6074；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0374,junk,junk,extension,draft_priority_needs_semantic_review,7,7753,5130,n|v,noun.artifact|noun.substance|verb.possession,人与社会|人与自然,独立语料频率支持较强（BNC 7753；当代语料 5130；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0375,keeper,keeper,extension,draft_priority_needs_semantic_review,8,4146,7388,n,noun.person,人与社会,独立语料频率支持较强（BNC 4146；当代语料 7388；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0376,kindness,kindness,extension,draft_priority_needs_semantic_review,7,7000,7682,n,noun.act|noun.attribute,人与社会,独立语料频率支持较强（BNC 7000；当代语料 7682；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0377,ladder,ladder,extension,draft_priority_needs_semantic_review,9,4136,4505,n|v,noun.artifact|noun.event|noun.state|verb.change,人与社会|人与自然,独立语料频率支持较强（BNC 4136；当代语料 4505；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0378,laser,laser,extension,draft_priority_needs_semantic_review,9,4841,3896,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 4841；当代语料 3896；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0379,lately,lately,extension,draft_priority_needs_semantic_review,8,6088,4028,r,adv.all,一般阅读,独立语料频率支持较强（BNC 6088；当代语料 4028；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0380,latter,latter,extension,draft_priority_needs_semantic_review,9,1251,2725,a|n,adj.all|noun.relation,人与社会,独立语料频率支持较强（BNC 1251；当代语料 2725；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0381,laughter,laughter,extension,draft_priority_needs_semantic_review,9,3321,3397,n,noun.act|noun.communication,人与社会,独立语料频率支持较强（BNC 3321；当代语料 3397；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0382,laundry,laundry,extension,draft_priority_needs_semantic_review,8,7707,4940,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 7707；当代语料 4940；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0383,leading,leading,extension,draft_priority_needs_semantic_review,9,1551,2188,a|n-1|n-2,adj.all|noun.act|noun.artifact,人与社会,独立语料频率支持较强（BNC 1551；当代语料 2188；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0384,liberate,liberate,extension,draft_priority_needs_semantic_review,7,8543,7492,v,verb.creation|verb.social,人与社会,独立语料频率支持较强（BNC 8543；当代语料 7492；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0385,lid,lid,extension,draft_priority_needs_semantic_review,9,4537,4658,n,noun.artifact|noun.body,人与自我|人与社会,独立语料频率支持较强（BNC 4537；当代语料 4658；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0386,lifetime,lifetime,extension,draft_priority_needs_semantic_review,9,3623,2767,n,noun.time,人与自然,独立语料频率支持较强（BNC 3623；当代语料 2767；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0387,lightning,lightning,extension,draft_priority_needs_semantic_review,8,6393,4562,n,noun.event|noun.phenomenon,人与社会|人与自然,独立语料频率支持较强（BNC 6393；当代语料 4562；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0388,lip,lip,extension,draft_priority_needs_semantic_review,9,1452,1582,n,noun.animal|noun.artifact|noun.body|noun.communication|noun.plant,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 1452；当代语料 1582；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0389,loaf,loaf,extension,draft_priority_needs_semantic_review,7,7776,6892,n|v,noun.food|verb.stative,人与自我,独立语料频率支持较强（BNC 7776；当代语料 6892；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0390,loudly,loudly,extension,draft_priority_needs_semantic_review,7,5440,5687,r,adv.all,一般阅读,独立语料频率支持较强（BNC 5440；当代语料 5687；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0391,lounge,lounge,extension,draft_priority_needs_semantic_review,8,4410,5990,n|v,noun.artifact|verb.contact|verb.stative,人与社会|人与自然,独立语料频率支持较强（BNC 4410；当代语料 5990；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0392,luggage,luggage,extension,draft_priority_needs_semantic_review,7,7156,7333,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 7156；当代语料 7333；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0393,maid,maid,extension,draft_priority_needs_semantic_review,7,5166,6044,n,noun.person,人与社会,独立语料频率支持较强（BNC 5166；当代语料 6044；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0394,mainland,mainland,extension,draft_priority_needs_semantic_review,7,5381,6208,n,noun.object,人与自然,独立语料频率支持较强（BNC 5381；当代语料 6208；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0395,marble,marble,extension,draft_priority_needs_semantic_review,9,4199,4819,n|v,noun.artifact|noun.substance|verb.creation,人与社会|人与自然,独立语料频率支持较强（BNC 4199；当代语料 4819；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0396,married,married,extension,draft_priority_needs_semantic_review,9,1742,1610,a|n,adj.all|adj.pert|noun.person,人与社会,独立语料频率支持较强（BNC 1742；当代语料 1610；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0397,mask,mask,extension,draft_priority_needs_semantic_review,9,4312,2893,n|v,noun.act|noun.artifact|noun.group|verb.contact|verb.perception,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 4312；当代语料 2893；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0398,mat,mat,extension,draft_priority_needs_semantic_review,7,6419,5639,a|n|v,adj.all|noun.artifact|noun.attribute|noun.object|verb.change|verb.contact,人与社会|人与自然,独立语料频率支持较强（BNC 6419；当代语料 5639；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0399,meanwhile,meanwhile,extension,draft_priority_needs_semantic_review,9,1886,1847,n|r,adv.all|noun.time,人与自然,独立语料频率支持较强（BNC 1886；当代语料 1847；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0400,mentally,mentally,extension,draft_priority_needs_semantic_review,9,3531,4365,r,adv.all,一般阅读,独立语料频率支持较强（BNC 3531；当代语料 4365；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0401,merchant,merchant,extension,draft_priority_needs_semantic_review,9,2755,4126,n,noun.person,人与社会,独立语料频率支持较强（BNC 2755；当代语料 4126；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0402,messy,messy,extension,draft_priority_needs_semantic_review,7,9558,6651,a,adj.all,一般阅读,独立语料频率支持较强（BNC 9558；当代语料 6651；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0403,microwave,microwave,extension,draft_priority_needs_semantic_review,7,7268,5846,n|v,noun.artifact|noun.phenomenon|verb.change,人与社会|人与自然,独立语料频率支持较强（BNC 7268；当代语料 5846；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0404,midday,midday,extension,draft_priority_needs_semantic_review,7,7619,9129,n,noun.time,人与自然,独立语料频率支持较强（BNC 7619；当代语料 9129；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0405,millionaire,millionaire,extension,draft_priority_needs_semantic_review,7,7695,6769,n,noun.person,人与社会,独立语料频率支持较强（BNC 7695；当代语料 6769；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0406,ministry,ministry,extension,draft_priority_needs_semantic_review,9,1717,4242,n,noun.act|noun.artifact|noun.group,人与社会,独立语料频率支持较强（BNC 1717；当代语料 4242；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0407,minus,minus,extension,draft_priority_needs_semantic_review,8,4789,8628,a|n,adj.all|noun.act,人与社会,独立语料频率支持较强（BNC 4789；当代语料 8628；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0408,misunderstand,misunderstand,extension,draft_priority_needs_semantic_review,7,8418,8287,v,verb.cognition,人与自我,独立语料频率支持较强（BNC 8418；当代语料 8287；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0409,mm,mm,extension,draft_priority_needs_semantic_review,7,266,15832,n,noun.quantity,人与自然,独立语料频率支持较强（BNC 266；当代语料 15832；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0410,mobile,mobile,extension,draft_priority_needs_semantic_review,9,4468,4686,a|n,adj.all|noun.artifact,人与社会,独立语料频率支持较强（BNC 4468；当代语料 4686；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0411,modem,modem,extension,draft_priority_needs_semantic_review,7,9165,5518,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 9165；当代语料 5518；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0412,modest,modest,extension,draft_priority_needs_semantic_review,9,3176,3101,a,adj.all,一般阅读,独立语料频率支持较强（BNC 3176；当代语料 3101；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0413,monument,monument,extension,draft_priority_needs_semantic_review,9,4736,4066,n,noun.artifact|noun.location,人与社会|人与自然,独立语料频率支持较强（BNC 4736；当代语料 4066；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0414,motivation,motivation,extension,draft_priority_needs_semantic_review,9,3870,3126,n,noun.Tops|noun.act|noun.state,人与社会,独立语料频率支持较强（BNC 3870；当代语料 3126；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0415,motorcycle,motorcycle,extension,draft_priority_needs_semantic_review,7,9757,6059,n|v,noun.artifact|verb.motion,人与社会|人与自然,独立语料频率支持较强（BNC 9757；当代语料 6059；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0416,motto,motto,extension,draft_priority_needs_semantic_review,7,9695,9048,n,noun.communication,人与社会,独立语料频率支持较强（BNC 9695；当代语料 9048；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0417,mourn,mourn,extension,draft_priority_needs_semantic_review,7,9545,6768,v,verb.emotion,人与自我,独立语料频率支持较强（BNC 9545；当代语料 6768；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0418,muddy,muddy,extension,draft_priority_needs_semantic_review,7,7679,6484,a|v,adj.all|verb.change|verb.cognition|verb.contact,人与自我|人与自然,独立语料频率支持较强（BNC 7679；当代语料 6484；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0419,multiply,multiply,extension,draft_priority_needs_semantic_review,7,5028,6148,r|v,adv.all|verb.body|verb.change|verb.cognition,人与自我|人与自然,独立语料频率支持较强（BNC 5028；当代语料 6148；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0420,musical,musical,extension,draft_priority_needs_semantic_review,9,2771,2097,a|n,adj.all|adj.pert|noun.communication,人与社会,独立语料频率支持较强（BNC 2771；当代语料 2097；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0421,mustard,mustard,extension,draft_priority_needs_semantic_review,7,8963,6095,n,noun.food|noun.plant,人与自我|人与自然,独立语料频率支持较强（BNC 8963；当代语料 6095；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0422,nationwide,nationwide,extension,draft_priority_needs_semantic_review,8,7933,4929,a|r,adj.all|adv.all,一般阅读,独立语料频率支持较强（BNC 7933；当代语料 4929；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0423,northeast,northeast,extension,draft_priority_needs_semantic_review,7,16006,4122,a|n|r,adj.all|adv.all|noun.location|noun.relation,人与社会|人与自然,独立语料频率支持较强（BNC 16006；当代语料 4122；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0424,northwest,northwest,extension,draft_priority_needs_semantic_review,7,14975,3403,a|n|r,adj.all|adv.all|noun.location|noun.relation,人与社会|人与自然,独立语料频率支持较强（BNC 14975；当代语料 3403；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0425,nursery,nursery,extension,draft_priority_needs_semantic_review,8,3383,5632,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 3383；当代语料 5632；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0426,nylon,nylon,extension,draft_priority_needs_semantic_review,7,7129,8449,n,noun.artifact|noun.substance,人与社会|人与自然,独立语料频率支持较强（BNC 7129；当代语料 8449；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0427,obey,obey,extension,draft_priority_needs_semantic_review,8,4952,5672,v,verb.social,人与社会,独立语料频率支持较强（BNC 4952；当代语料 5672；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0428,obvious,obvious,extension,draft_priority_needs_semantic_review,9,1173,1689,a,adj.all,一般阅读,独立语料频率支持较强（BNC 1173；当代语料 1689；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0429,offshore,offshore,extension,draft_priority_needs_semantic_review,7,7349,7765,a|r,adj.all|adv.all,一般阅读,独立语料频率支持较强（BNC 7349；当代语料 7765；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0430,opening,opening,extension,draft_priority_needs_semantic_review,9,1730,1940,a|n,adj.all|noun.act|noun.artifact|noun.body|noun.cognition|noun.communication|noun.event|noun.object|noun.state,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 1730；当代语料 1940；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0431,operate,operate,extension,draft_priority_needs_semantic_review,9,970,1309,v,verb.body|verb.competition|verb.contact|verb.social,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 970；当代语料 1309；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0432,optional,optional,extension,draft_priority_needs_semantic_review,7,5815,5692,a,adj.all,一般阅读,独立语料频率支持较强（BNC 5815；当代语料 5692；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0433,oral,oral,extension,draft_priority_needs_semantic_review,9,3468,3875,a|n,adj.all|adj.pert|noun.communication,人与社会,独立语料频率支持较强（BNC 3468；当代语料 3875；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0434,outer,outer,extension,draft_priority_needs_semantic_review,9,3097,3698,a,adj.all,一般阅读,独立语料频率支持较强（BNC 3097；当代语料 3698；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0435,outing,outing,extension,draft_priority_needs_semantic_review,7,6382,7723,n,noun.act|noun.time,人与社会|人与自然,独立语料频率支持较强（BNC 6382；当代语料 7723；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0436,outward,outward,extension,draft_priority_needs_semantic_review,7,8743,8599,a|r,adj.all|adv.all,一般阅读,独立语料频率支持较强（BNC 8743；当代语料 8599；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0437,oval,oval,extension,draft_priority_needs_semantic_review,7,9791,6604,a|n,adj.all|noun.shape,人与自然,独立语料频率支持较强（BNC 9791；当代语料 6604；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0438,overhead,overhead,extension,draft_priority_needs_semantic_review,7,7523,5527,a|n|r,adj.all|adv.all|noun.act|noun.artifact|noun.location|noun.possession|noun.time,人与社会|人与自然,独立语料频率支持较强（BNC 7523；当代语料 5527；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0439,overlook,overlook,extension,draft_priority_needs_semantic_review,9,3391,3139,n|v,noun.location|verb.cognition|verb.perception|verb.stative,人与自我|人与自然,独立语料频率支持较强（BNC 3391；当代语料 3139；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0440,owner,owner,extension,draft_priority_needs_semantic_review,9,1153,1021,n,noun.person,人与社会,独立语料频率支持较强（BNC 1153；当代语料 1021；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0441,ownership,ownership,extension,draft_priority_needs_semantic_review,9,2672,3585,n,noun.act|noun.possession|noun.state,人与社会,独立语料频率支持较强（BNC 2672；当代语料 3585；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0442,packet,packet,extension,draft_priority_needs_semantic_review,8,3805,6240,n,noun.artifact|noun.communication|noun.group,人与社会,独立语料频率支持较强（BNC 3805；当代语料 6240；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0443,painful,painful,extension,draft_priority_needs_semantic_review,9,3638,3034,a,adj.all,一般阅读,独立语料频率支持较强（BNC 3638；当代语料 3034；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0444,painter,painter,extension,draft_priority_needs_semantic_review,9,3579,3322,n,noun.animal|noun.artifact|noun.person,人与社会|人与自然,独立语料频率支持较强（BNC 3579；当代语料 3322；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0445,painting,painting,extension,draft_priority_needs_semantic_review,9,1348,1056,n,noun.act|noun.artifact,人与社会,独立语料频率支持较强（BNC 1348；当代语料 1056；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0446,paperwork,paperwork,extension,draft_priority_needs_semantic_review,7,8494,6838,n,noun.act,人与社会,独立语料频率支持较强（BNC 8494；当代语料 6838；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0447,parallel,parallel,extension,draft_priority_needs_semantic_review,8,3869,5840,a|n|v,adj.all|noun.attribute|noun.location|noun.shape|verb.change|verb.stative,人与自然,独立语料频率支持较强（BNC 3869；当代语料 5840；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0448,parrot,parrot,extension,draft_priority_needs_semantic_review,7,8676,9988,n|v,noun.animal|noun.person|verb.communication,人与社会|人与自然,独立语料频率支持较强（BNC 8676；当代语料 9988；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0449,partly,partly,extension,draft_priority_needs_semantic_review,9,1638,2824,r,adv.all,一般阅读,独立语料频率支持较强（BNC 1638；当代语料 2824；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0450,pause,pause,extension,draft_priority_needs_semantic_review,9,2566,2777,n|v,noun.act|noun.time|verb.communication|verb.stative,人与社会|人与自然,独立语料频率支持较强（BNC 2566；当代语料 2777；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0451,pea,pea,extension,draft_priority_needs_semantic_review,7,6504,5226,n,noun.food|noun.plant,人与自我|人与自然,独立语料频率支持较强（BNC 6504；当代语料 5226；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0452,peaceful,peaceful,extension,draft_priority_needs_semantic_review,9,3937,3655,a,adj.all,一般阅读,独立语料频率支持较强（BNC 3937；当代语料 3655；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0453,peach,peach,extension,draft_priority_needs_semantic_review,7,6592,5531,n|v,noun.attribute|noun.food|noun.person|noun.plant|verb.communication,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 6592；当代语料 5531；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0454,peasant,peasant,extension,draft_priority_needs_semantic_review,9,2564,4680,n,noun.person,人与社会,独立语料频率支持较强（BNC 2564；当代语料 4680；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0455,pedestrian,pedestrian,extension,draft_priority_needs_semantic_review,7,5992,7573,a|n,adj.all|noun.person,人与社会,独立语料频率支持较强（BNC 5992；当代语料 7573；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0456,pension,pension,extension,draft_priority_needs_semantic_review,9,1490,3785,n|v,noun.possession|verb.possession,人与社会,独立语料频率支持较强（BNC 1490；当代语料 3785；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0457,perform,perform,extension,draft_priority_needs_semantic_review,9,1138,953,v,verb.creation|verb.social,人与社会,独立语料频率支持较强（BNC 1138；当代语料 953；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0458,performer,performer,extension,draft_priority_needs_semantic_review,8,5369,3962,n,noun.person,人与社会,独立语料频率支持较强（BNC 5369；当代语料 3962；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0459,perfume,perfume,extension,draft_priority_needs_semantic_review,7,7033,6592,n|v,noun.artifact|noun.cognition|verb.body|verb.perception,人与自我|人与社会,独立语料频率支持较强（BNC 7033；当代语料 6592；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0460,permission,permission,extension,draft_priority_needs_semantic_review,9,2468,3233,n,noun.act|noun.communication,人与社会,独立语料频率支持较强（BNC 2468；当代语料 3233；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0461,personally,personally,extension,draft_priority_needs_semantic_review,9,2866,2633,r,adv.all,一般阅读,独立语料频率支持较强（BNC 2866；当代语料 2633；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0462,personnel,personnel,extension,draft_priority_needs_semantic_review,9,2556,2425,n,noun.group,人与社会,独立语料频率支持较强（BNC 2556；当代语料 2425；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0463,pest,pest,extension,draft_priority_needs_semantic_review,7,6622,6842,n,noun.animal|noun.person|noun.state,人与社会|人与自然,独立语料频率支持较强（BNC 6622；当代语料 6842；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0464,physical,physical,extension,draft_priority_needs_semantic_review,9,1047,802,a,adj.all|adj.pert,一般阅读,独立语料频率支持较强（BNC 1047；当代语料 802；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0465,physicist,physicist,extension,draft_priority_needs_semantic_review,7,8224,5568,n,noun.person,人与社会,独立语料频率支持较强（BNC 8224；当代语料 5568；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0466,pile,pile,extension,draft_priority_needs_semantic_review,9,3229,3003,n|v,noun.artifact|noun.body|noun.group|noun.possession|noun.quantity|verb.contact|verb.motion,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 3229；当代语料 3003；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0467,pillow,pillow,extension,draft_priority_needs_semantic_review,8,5447,4017,n|v,noun.artifact|verb.contact,人与社会|人与自然,独立语料频率支持较强（BNC 5447；当代语料 4017；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
