phrase,normalized_phrase,word_count,minimum_lexical_level,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,candidate_status,priority_score,human_review_claimed
suck in,suck in,2,cet4,true,v,suck_in%2:34:00::|suck_in%2:35:01::|suck_in%2:43:00::,true,0,oewn_dictionary_review,14.0,false
supreme commander,supreme commander,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
swear in,swear in,2,cet4,true,v,swear_in%2:32:00::,true,0,oewn_dictionary_review,14.0,false
swear off,swear off,2,cet4,true,v,swear_off%2:32:00::,true,0,oewn_dictionary_review,14.0,false
sweet pea,sweet pea,2,cet4,true,n,sweet_pea%1:20:00::,true,1,evidence_ready_review,14.0,false
swimming pool,swimming pool,2,cet4,true,n,swimming_pool%1:06:00::,true,1,evidence_ready_review,14.0,false
third party,third party,2,cet4,true,n,third_party%1:14:00::|third_party%1:18:00::,true,1,evidence_ready_review,14.0,false
third reading,third reading,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
thirty eight,thirty eight,2,cet4,true,a,thirty-eight%5:00:00:cardinal:00,true,1,evidence_ready_review,14.0,false
three square,three square,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
tick off,tick off,2,cet4,true,v,tick_off%2:31:00::,true,0,oewn_dictionary_review,14.0,false
tidal wave,tidal wave,2,cet4,true,n,tidal_wave%1:11:00::|tidal_wave%1:11:01::|tidal_wave%1:11:02::,true,1,evidence_ready_review,14.0,false
tide over,tide over,2,cet4,true,v,tide_over%2:42:00::,true,0,oewn_dictionary_review,14.0,false
toss off,toss off,2,cet4,true,v,toss_off%2:34:00::|toss_off%2:36:00::,true,0,oewn_dictionary_review,14.0,false
trailer truck,trailer truck,2,cet4,true,n,trailer_truck%1:06:00::,true,1,evidence_ready_review,14.0,false
trash can,trash can,2,cet4,true,n,trash_can%1:06:00::,true,1,evidence_ready_review,14.0,false
two part time,two part time,3,cet4,false,,,true,1,moby_corpus_review,14.0,false
two step,two step,2,cet4,true,n|v,two-step%1:04:00::|two-step%2:38:00::,true,0,oewn_dictionary_review,14.0,false
venture capital,venture capital,2,cet4,true,n,venture_capital%1:21:00::,true,1,evidence_ready_review,14.0,false
washing machine,washing machine,2,cet4,true,n,washing_machine%1:06:00::,true,1,evidence_ready_review,14.0,false
white gum,white gum,2,cet4,false,,,true,1,moby_corpus_review,14.0,false
white pine,white pine,2,cet4,true,n,white_pine%1:20:00::|white_pine%1:20:02::,true,1,evidence_ready_review,14.0,false
white supremacy,white supremacy,2,cet4,true,n,white_supremacy%1:09:00::,true,1,evidence_ready_review,14.0,false
wide angle lens,wide angle lens,3,cet4,true,n,wide-angle_lens%1:06:00::,true,1,evidence_ready_review,14.0,false
wild goose chase,wild goose chase,3,cet4,true,n,wild-goose_chase%1:04:00::,true,1,evidence_ready_review,14.0,false
wine cellar,wine cellar,2,cet4,true,n,wine_cellar%1:06:00::,true,1,evidence_ready_review,14.0,false
letter of the alphabet,letter of the alphabet,4,cet4,true,n,letter_of_the_alphabet%1:10:00::,false,2,evidence_ready_review,13.85,false
by a long shot,by a long shot,4,cet4,true,r,by_a_long_shot%4:02:00::,false,1,evidence_ready_review,13.0,false
general theory of relativity,general theory of relativity,4,cet4,true,n,general_theory_of_relativity%1:09:00::,true,1,evidence_ready_review,12.0,false
come hell or high water,come hell or high water,5,cet4,true,r,come_hell_or_high_water%4:02:00::,false,1,evidence_ready_review,11.0,false
advisory board,advisory board,2,cet4,true,n,advisory_board%1:14:00::,false,1,evidence_ready_review,10.0,false
air freight,air freight,2,cet4,true,v,air-freight%2:38:00::,false,0,oewn_dictionary_review,10.0,false
air marshal,air marshal,2,cet4,true,n,air_marshal%1:18:00::,false,1,evidence_ready_review,10.0,false
alcoholic beverage,alcoholic beverage,2,cet4,true,n,alcoholic_beverage%1:13:00::,false,1,evidence_ready_review,10.0,false
alcoholic drink,alcoholic drink,2,cet4,true,n,alcoholic_drink%1:13:00::,false,1,evidence_ready_review,10.0,false
ally with,ally with,2,cet4,true,v,ally_with%2:41:00::,false,0,oewn_dictionary_review,10.0,false
ash grey,ash grey,2,cet4,true,a|n,ash-grey%5:00:00:achromatic:00|ash_grey%1:07:00::,false,1,evidence_ready_review,10.0,false
associate degree,associate degree,2,cet4,true,n,associate_degree%1:10:00::,false,1,evidence_ready_review,10.0,false
audio file,audio file,2,cet4,true,n,audio_file%1:10:01::,false,1,evidence_ready_review,10.0,false
bad fairy,bad fairy,2,cet4,true,n,bad_fairy%1:18:00::,false,1,evidence_ready_review,10.0,false
band oneself,band oneself,2,cet4,true,v,band_oneself%2:41:00::,false,0,oewn_dictionary_review,10.0,false
bang out,bang out,2,cet4,true,v,bang_out%2:36:00::,false,0,oewn_dictionary_review,10.0,false
bar code,bar code,2,cet4,true,n,bar_code%1:10:00::,false,1,evidence_ready_review,10.0,false
bargain down,bargain down,2,cet4,true,v,bargain_down%2:40:00::,false,0,oewn_dictionary_review,10.0,false
be intimate,be intimate,2,cet4,true,v,be_intimate%2:35:00::,false,0,oewn_dictionary_review,10.0,false
beat a retreat,beat a retreat,3,cet4,true,v,beat_a_retreat%2:38:00::,false,0,oewn_dictionary_review,10.0,false
belly land,belly land,2,cet4,true,v,belly-land%2:38:00::,false,0,oewn_dictionary_review,10.0,false
belly out,belly out,2,cet4,true,v,belly_out%2:30:00::,false,0,oewn_dictionary_review,10.0,false
belt buckle,belt buckle,2,cet4,true,n,belt_buckle%1:06:00::,false,1,evidence_ready_review,10.0,false
bend over backwards,bend over backwards,3,cet4,true,v,bend_over_backwards%2:29:00::,false,0,oewn_dictionary_review,10.0,false
bind off,bind off,2,cet4,true,v,bind_off%2:35:00::,false,0,oewn_dictionary_review,10.0,false
blossom forth,blossom forth,2,cet4,true,v,blossom_forth%2:30:00::,false,0,oewn_dictionary_review,10.0,false
blossom out,blossom out,2,cet4,true,v,blossom_out%2:30:00::,false,0,oewn_dictionary_review,10.0,false
body forth,body forth,2,cet4,true,v,body_forth%2:42:00::,false,0,oewn_dictionary_review,10.0,false
bolt down,bolt down,2,cet4,true,v,bolt_down%2:34:00::|bolt_down%2:34:01::,false,0,oewn_dictionary_review,10.0,false
bolt out,bolt out,2,cet4,true,v,bolt_out%2:38:00::,false,0,oewn_dictionary_review,10.0,false
boom out,boom out,2,cet4,true,v,boom_out%2:39:00::,false,0,oewn_dictionary_review,10.0,false
bracket out,bracket out,2,cet4,true,v,bracket_out%2:32:00::,false,0,oewn_dictionary_review,10.0,false
brass section,brass section,2,cet4,true,n,brass_section%1:14:00::,false,1,evidence_ready_review,10.0,false
breeze through,breeze through,2,cet4,true,v,breeze_through%2:41:00::,false,0,oewn_dictionary_review,10.0,false
bring forth,bring forth,2,cet4,true,v,bring_forth%2:29:00::|bring_forth%2:36:00::|bring_forth%2:36:01::|bring_forth%2:39:00::,false,0,oewn_dictionary_review,10.0,false
bring oneself,bring oneself,2,cet4,true,v,bring_oneself%2:41:00::,false,0,oewn_dictionary_review,10.0,false
bubble over,bubble over,2,cet4,true,v,bubble_over%2:37:00::,false,0,oewn_dictionary_review,10.0,false
bubble up,bubble up,2,cet4,true,v,bubble_up%2:38:00::,false,0,oewn_dictionary_review,10.0,false
bucket along,bucket along,2,cet4,true,v,bucket_along%2:38:00::,false,0,oewn_dictionary_review,10.0,false
buckle under,buckle under,2,cet4,true,v,buckle_under%2:32:00::,false,0,oewn_dictionary_review,10.0,false
bulk large,bulk large,2,cet4,true,v,bulk_large%2:42:00::,false,0,oewn_dictionary_review,10.0,false
bull through,bull through,2,cet4,true,v,bull_through%2:41:00::,false,0,oewn_dictionary_review,10.0,false
bullet vote,bullet vote,2,cet4,true,v,bullet_vote%2:41:00::,false,0,oewn_dictionary_review,10.0,false
bump around,bump around,2,cet4,true,v,bump_around%2:38:00::,false,0,oewn_dictionary_review,10.0,false
bump up,bump up,2,cet4,true,v,bump_up%2:30:00::,false,0,oewn_dictionary_review,10.0,false
bundle off,bundle off,2,cet4,true,v,bundle_off%2:38:00::,false,0,oewn_dictionary_review,10.0,false
burst forth,burst forth,2,cet4,true,v,burst_forth%2:30:00::|burst_forth%2:30:01::|burst_forth%2:38:00::,false,0,oewn_dictionary_review,10.0,false
bush out,bush out,2,cet4,true,v,bush_out%2:38:00::,false,0,oewn_dictionary_review,10.0,false
by bid,by bid,2,cet4,true,v,by-bid%2:40:00::,false,0,oewn_dictionary_review,10.0,false
cable television,cable television,2,cet4,true,n,cable_television%1:06:00::|cable_television%1:10:00::,false,1,evidence_ready_review,10.0,false
cargo hatch,cargo hatch,2,cet4,true,n,cargo_hatch%1:06:00::,false,1,evidence_ready_review,10.0,false
cart away,cart away,2,cet4,true,v,cart_away%2:35:00::,false,0,oewn_dictionary_review,10.0,false
cart off,cart off,2,cet4,true,v,cart_off%2:35:00::,false,0,oewn_dictionary_review,10.0,false
cast anchor,cast anchor,2,cet4,true,v,cast_anchor%2:35:00::,false,0,oewn_dictionary_review,10.0,false
cat scratch disease,cat scratch disease,3,cet4,true,n,cat_scratch_disease%1:26:00::,false,1,evidence_ready_review,10.0,false
cereal box,cereal box,2,cet4,true,n,cereal_box%1:06:00::,false,1,evidence_ready_review,10.0,false
change by reversal,change by reversal,3,cet4,true,v,change_by_reversal%2:30:00::,false,0,oewn_dictionary_review,10.0,false
change intensity,change intensity,2,cet4,true,v,change_intensity%2:39:00::,false,0,oewn_dictionary_review,10.0,false
change posture,change posture,2,cet4,true,v,change_posture%2:38:00::,false,0,oewn_dictionary_review,10.0,false
chase after,chase after,2,cet4,true,v,chase_after%2:38:00::|chase_after%2:41:00::,false,0,oewn_dictionary_review,10.0,false
chase away,chase away,2,cet4,true,v,chase_away%2:38:00::,false,0,oewn_dictionary_review,10.0,false
chemical analysis,chemical analysis,2,cet4,true,n,chemical_analysis%1:04:00::,false,1,evidence_ready_review,10.0,false
chemical attraction,chemical attraction,2,cet4,true,n,chemical_attraction%1:19:00::,false,1,evidence_ready_review,10.0,false
chief executive officer,chief executive officer,3,cet4,true,n,chief_executive_officer%1:18:00::,false,1,evidence_ready_review,10.0,false
chill out,chill out,2,cet4,true,v,chill_out%2:37:00::,false,0,oewn_dictionary_review,10.0,false
chin up,chin up,2,cet4,true,n|v,chin-up%1:04:00::|chin_up%2:38:00::,false,0,oewn_dictionary_review,10.0,false
chop down,chop down,2,cet4,true,v,chop_down%2:35:00::,false,0,oewn_dictionary_review,10.0,false
chop off,chop off,2,cet4,true,v,chop_off%2:35:00::,false,0,oewn_dictionary_review,10.0,false
chop shop,chop shop,2,cet4,true,n,chop_shop%1:06:00::,false,1,evidence_ready_review,10.0,false
chop up,chop up,2,cet4,true,v,chop_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
civil defense,civil defense,2,cet4,true,n,civil_defense%1:04:00::,false,1,evidence_ready_review,10.0,false
class warfare,class warfare,2,cet4,true,n,class_warfare%1:04:00::,false,1,evidence_ready_review,10.0,false
classification system,classification system,2,cet4,true,n,classification_system%1:09:00::,false,1,evidence_ready_review,10.0,false
clinical psychologist,clinical psychologist,2,cet4,true,n,clinical_psychologist%1:18:00::,false,1,evidence_ready_review,10.0,false
clown around,clown around,2,cet4,true,v,clown_around%2:29:00::,false,0,oewn_dictionary_review,10.0,false
cock up,cock up,2,cet4,true,v,cock_up%2:38:00::,false,0,oewn_dictionary_review,10.0,false
comb out,comb out,2,cet4,true,n|v,comb-out%1:04:00::|comb-out%1:04:01::|comb_out%2:29:00::|comb_out%2:40:00::,false,0,oewn_dictionary_review,10.0,false
come forth,come forth,2,cet4,true,v,come_forth%2:30:00::|come_forth%2:42:00::,false,0,oewn_dictionary_review,10.0,false
come in handy,come in handy,3,cet4,true,v,come_in_handy%2:42:00::,false,0,oewn_dictionary_review,10.0,false
commuter train,commuter train,2,cet4,true,n,commuter_train%1:06:00::,false,1,evidence_ready_review,10.0,false
computer code,computer code,2,cet4,true,n,computer_code%1:10:00::,false,1,evidence_ready_review,10.0,false
confine to,confine to,2,cet4,true,v,confine_to%2:30:00::,false,0,oewn_dictionary_review,10.0,false
confirmation hearing,confirmation hearing,2,cet4,true,n,confirmation_hearing%1:10:00::,false,1,evidence_ready_review,10.0,false
copper bottom,copper bottom,2,cet4,true,v,copper-bottom%2:40:00::,false,0,oewn_dictionary_review,10.0,false
cosmic microwave background,cosmic microwave background,3,cet4,true,n,cosmic_microwave_background%1:19:00::,false,1,evidence_ready_review,10.0,false
counter drill,counter drill,2,cet4,true,v,counter-drill%2:35:00::,false,0,oewn_dictionary_review,10.0,false
crawl in,crawl in,2,cet4,true,v,crawl_in%2:29:00::,false,0,oewn_dictionary_review,10.0,false
creep in,creep in,2,cet4,true,v,creep_in%2:35:00::,false,0,oewn_dictionary_review,10.0,false
creep up,creep up,2,cet4,true,v,creep_up%2:38:00::,false,0,oewn_dictionary_review,10.0,false
criminal court,criminal court,2,cet4,true,n,criminal_court%1:14:00::,false,1,evidence_ready_review,10.0,false
criminal offense,criminal offense,2,cet4,true,n,criminal_offense%1:04:00::,false,1,evidence_ready_review,10.0,false
criminal record,criminal record,2,cet4,true,n,criminal_record%1:10:00::,false,1,evidence_ready_review,10.0,false
cross oneself,cross oneself,2,cet4,true,v,cross_oneself%2:32:00::,false,0,oewn_dictionary_review,10.0,false
cruise ship,cruise ship,2,cet4,true,n,cruise_ship%1:06:00::,false,1,evidence_ready_review,10.0,false
crush out,crush out,2,cet4,true,v,crush_out%2:35:01::,false,0,oewn_dictionary_review,10.0,false
cubic kilometer,cubic kilometer,2,cet4,true,n,cubic_kilometer%1:23:00::,false,1,evidence_ready_review,10.0,false
cubic millimeter,cubic millimeter,2,cet4,true,n,cubic_millimeter%1:23:00::,false,1,evidence_ready_review,10.0,false
cue stick,cue stick,2,cet4,true,n,cue_stick%1:06:00::,false,1,evidence_ready_review,10.0,false
cultural movement,cultural movement,2,cet4,true,n,cultural_movement%1:14:00::,false,1,evidence_ready_review,10.0,false
dairy farmer,dairy farmer,2,cet4,true,n,dairy_farmer%1:18:00::,false,1,evidence_ready_review,10.0,false
dash down,dash down,2,cet4,true,v,dash_down%2:32:00::,false,0,oewn_dictionary_review,10.0,false
dash off,dash off,2,cet4,true,v,dash_off%2:32:00::|dash_off%2:36:00::,false,0,oewn_dictionary_review,10.0,false
deck out,deck out,2,cet4,true,v,deck_out%2:29:00::,false,0,oewn_dictionary_review,10.0,false
deck up,deck up,2,cet4,true,v,deck_up%2:29:00::,false,0,oewn_dictionary_review,10.0,false
declare oneself,declare oneself,2,cet4,true,v,declare_oneself%2:32:00::,false,0,oewn_dictionary_review,10.0,false
deed over,deed over,2,cet4,true,v,deed_over%2:40:00::,false,0,oewn_dictionary_review,10.0,false
deep dye,deep dye,2,cet4,true,v,deep-dye%2:30:00::,false,0,oewn_dictionary_review,10.0,false
defense attorney,defense attorney,2,cet4,true,n,defense_attorney%1:18:00::,false,1,evidence_ready_review,10.0,false
defense lawyer,defense lawyer,2,cet4,true,n,defense_lawyer%1:18:00::,false,1,evidence_ready_review,10.0,false
degree centigrade,degree centigrade,2,cet4,true,n,degree_centigrade%1:23:00::,false,1,evidence_ready_review,10.0,false
dine in,dine in,2,cet4,true,v,dine_in%2:34:00::,false,0,oewn_dictionary_review,10.0,false
dip into,dip into,2,cet4,true,v,dip_into%2:31:00::,false,0,oewn_dictionary_review,10.0,false
disco music,disco music,2,cet4,true,n,disco_music%1:10:00::,false,1,evidence_ready_review,10.0,false
dish the dirt,dish the dirt,3,cet4,true,v,dish_the_dirt%2:32:00::,false,0,oewn_dictionary_review,10.0,false
domestic terrorism,domestic terrorism,2,cet4,true,n,domestic_terrorism%1:04:00::,false,1,evidence_ready_review,10.0,false
dorm room,dorm room,2,cet4,true,n,dorm_room%1:06:00::,false,1,evidence_ready_review,10.0,false
double dye,double dye,2,cet4,true,v,double_dye%2:30:00::,false,0,oewn_dictionary_review,10.0,false
drain the cup,drain the cup,3,cet4,true,v,drain_the_cup%2:34:00::,false,0,oewn_dictionary_review,10.0,false
drainage system,drainage system,2,cet4,true,n,drainage_system%1:06:00::,false,1,evidence_ready_review,10.0,false
drift apart,drift apart,2,cet4,true,v,drift_apart%2:37:00::,false,0,oewn_dictionary_review,10.0,false
drift away,drift away,2,cet4,true,v,drift_away%2:37:03::,false,0,oewn_dictionary_review,10.0,false
drift off,drift off,2,cet4,true,v,drift_off%2:29:00::,false,0,oewn_dictionary_review,10.0,false
drop anchor,drop anchor,2,cet4,true,v,drop_anchor%2:35:00::,false,0,oewn_dictionary_review,10.0,false
drug lord,drug lord,2,cet4,true,n,drug_lord%1:18:00::,false,1,evidence_ready_review,10.0,false
drug user,drug user,2,cet4,true,n,drug_user%1:18:00::,false,1,evidence_ready_review,10.0,false
drum up,drum up,2,cet4,true,v,drum_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
economic assistance,economic assistance,2,cet4,true,n,economic_assistance%1:21:00::,false,1,evidence_ready_review,10.0,false
edit out,edit out,2,cet4,true,v,edit_out%2:30:00::,false,0,oewn_dictionary_review,10.0,false
eighty eight,eighty eight,2,cet4,true,a,eighty-eight%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
eighty nine,eighty nine,2,cet4,true,a,eighty-nine%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
eighty seven,eighty seven,2,cet4,true,a,eighty-seven%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
eighty six,eighty six,2,cet4,true,a,eighty-six%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
eighty two,eighty two,2,cet4,true,a,eighty-two%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
electronics industry,electronics industry,2,cet4,true,n,electronics_industry%1:14:00::,false,1,evidence_ready_review,10.0,false
emergency landing,emergency landing,2,cet4,true,n,emergency_landing%1:04:01::,false,1,evidence_ready_review,10.0,false
emotional intelligence,emotional intelligence,2,cet4,true,n,emotional_intelligence%1:09:01::,false,1,evidence_ready_review,10.0,false
end user,end user,2,cet4,true,n,end_user%1:18:00::,false,1,evidence_ready_review,10.0,false
environmental science,environmental science,2,cet4,true,n,environmental_science%1:09:00::,false,1,evidence_ready_review,10.0,false
eternal life,eternal life,2,cet4,true,n,eternal_life%1:26:00::,false,1,evidence_ready_review,10.0,false
executive branch,executive branch,2,cet4,true,n,executive_branch%1:14:00::,false,1,evidence_ready_review,10.0,false
executive secretary,executive secretary,2,cet4,true,n,executive_secretary%1:18:00::,false,1,evidence_ready_review,10.0,false
extend oneself,extend oneself,2,cet4,true,v,extend_oneself%2:33:00::,false,0,oewn_dictionary_review,10.0,false
facial recognition,facial recognition,2,cet4,true,n,facial_recognition%1:10:00::,false,1,evidence_ready_review,10.0,false
fade away,fade away,2,cet4,true,v,fade_away%2:30:00::,false,0,oewn_dictionary_review,10.0,false
fall from grace,fall from grace,3,cet4,true,v,fall_from_grace%2:41:00::,false,0,oewn_dictionary_review,10.0,false
fall over backwards,fall over backwards,3,cet4,true,v,fall_over_backwards%2:29:00::,false,0,oewn_dictionary_review,10.0,false
fast dye,fast dye,2,cet4,true,v,fast_dye%2:30:00::,false,0,oewn_dictionary_review,10.0,false
fasten on,fasten on,2,cet4,true,v,fasten_on%2:31:00::,false,0,oewn_dictionary_review,10.0,false
federal office,federal office,2,cet4,true,n,federal_office%1:14:00::,false,1,evidence_ready_review,10.0,false
fifty four,fifty four,2,cet4,true,a,fifty-four%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
fifty nine,fifty nine,2,cet4,true,a,fifty-nine%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
fifty percent,fifty percent,2,cet4,true,n,fifty_percent%1:23:00::,false,1,evidence_ready_review,10.0,false
fifty six,fifty six,2,cet4,true,a,fifty-six%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
fifty two,fifty two,2,cet4,true,a,fifty-two%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
filter out,filter out,2,cet4,true,v,filter_out%2:35:00::,false,0,oewn_dictionary_review,10.0,false
financial analyst,financial analyst,2,cet4,true,n,financial_analyst%1:18:00::,false,1,evidence_ready_review,10.0,false
financial assistance,financial assistance,2,cet4,true,n,financial_assistance%1:21:00::,false,1,evidence_ready_review,10.0,false
find oneself,find oneself,2,cet4,true,v,find_oneself%2:30:00::,false,0,oewn_dictionary_review,10.0,false
first aid kit,first aid kit,3,cet4,true,n,first-aid_kit%1:06:00::,false,1,evidence_ready_review,10.0,false
first appearance,first appearance,2,cet4,true,n,first_appearance%1:04:00::,false,1,evidence_ready_review,10.0,false
first degree,first degree,2,cet4,true,n,first_degree%1:09:00::,false,1,evidence_ready_review,10.0,false
fishing boat,fishing boat,2,cet4,true,n,fishing_boat%1:06:00::,false,1,evidence_ready_review,10.0,false
fishing gear,fishing gear,2,cet4,true,n,fishing_gear%1:06:00::,false,1,evidence_ready_review,10.0,false
fishing net,fishing net,2,cet4,true,n,fishing_net%1:06:00::,false,1,evidence_ready_review,10.0,false
flesh out,flesh out,2,cet4,true,v,flesh_out%2:29:00::|flesh_out%2:32:00::|flesh_out%2:34:00::,false,0,oewn_dictionary_review,10.0,false
flight attendant,flight attendant,2,cet4,true,n,flight_attendant%1:18:00::,false,1,evidence_ready_review,10.0,false
forty eight,forty eight,2,cet4,true,a,forty-eight%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
forty fifth,forty fifth,2,cet4,true,a,forty-fifth%5:00:00:ordinal:00,false,1,evidence_ready_review,10.0,false
forty first,forty first,2,cet4,true,a,forty-first%5:00:00:ordinal:00,false,1,evidence_ready_review,10.0,false
forty seven,forty seven,2,cet4,true,a,forty-seven%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
forty three,forty three,2,cet4,true,a,forty-three%5:00:00:cardinal:00,false,1,evidence_ready_review,10.0,false
four year old,four year old,3,cet4,true,a,four-year-old%5:00:00:young:00,false,1,evidence_ready_review,10.0,false
free associate,free associate,2,cet4,true,v,free-associate%2:31:00::,false,0,oewn_dictionary_review,10.0,false
freedom of assembly,freedom of assembly,3,cet4,true,n,freedom_of_assembly%1:07:00::,false,1,evidence_ready_review,10.0,false
frighten away,frighten away,2,cet4,true,v,frighten_away%2:37:00::,false,0,oewn_dictionary_review,10.0,false
frighten off,frighten off,2,cet4,true,v,frighten_off%2:37:00::,false,0,oewn_dictionary_review,10.0,false
fuck shit up,fuck shit up,3,cet4,true,v,fuck_shit_up%2:30:01::,false,0,oewn_dictionary_review,10.0,false
gain vigor,gain vigor,2,cet4,true,v,gain_vigor%2:29:00::,false,0,oewn_dictionary_review,10.0,false
garbage heap,garbage heap,2,cet4,true,n,garbage_heap%1:15:00::,false,1,evidence_ready_review,10.0,false
gas mileage,gas mileage,2,cet4,true,n,gas_mileage%1:24:00::,false,1,evidence_ready_review,10.0,false
gasoline station,gasoline station,2,cet4,true,n,gasoline_station%1:06:00::,false,1,evidence_ready_review,10.0,false
gay man,gay man,2,cet4,true,n,gay_man%1:18:00::,false,1,evidence_ready_review,10.0,false
gear up,gear up,2,cet4,true,v,gear_up%2:30:00::,false,0,oewn_dictionary_review,10.0,false
gene expression,gene expression,2,cet4,true,n,gene_expression%1:19:00::,false,1,evidence_ready_review,10.0,false
general relativity,general relativity,2,cet4,true,n,general_relativity%1:09:00::,false,1,evidence_ready_review,10.0,false
genetic disease,genetic disease,2,cet4,true,n,genetic_disease%1:26:00::,false,1,evidence_ready_review,10.0,false
genetic disorder,genetic disorder,2,cet4,true,n,genetic_disorder%1:26:00::,false,1,evidence_ready_review,10.0,false
genetic map,genetic map,2,cet4,true,n,genetic_map%1:09:00::,false,1,evidence_ready_review,10.0,false
geological era,geological era,2,cet4,true,n,geological_era%1:28:00::,false,1,evidence_ready_review,10.0,false
give chase,give chase,2,cet4,true,v,give_chase%2:38:00::,false,0,oewn_dictionary_review,10.0,false
give forth,give forth,2,cet4,true,v,give_forth%2:29:00::,false,0,oewn_dictionary_review,10.0,false
give suck,give suck,2,cet4,true,v,give_suck%2:34:00::,false,0,oewn_dictionary_review,10.0,false
give the sack,give the sack,3,cet4,true,v,give_the_sack%2:41:00::,false,0,oewn_dictionary_review,10.0,false
give tongue to,give tongue to,3,cet4,true,v,give_tongue_to%2:32:00::,false,0,oewn_dictionary_review,10.0,false
go for broke,go for broke,3,cet4,true,v,go_for_broke%2:41:00::,false,0,oewn_dictionary_review,10.0,false
golden brown,golden brown,2,cet4,true,a,golden-brown%5:00:00:chromatic:00,false,1,evidence_ready_review,10.0,false
government revenue,government revenue,2,cet4,true,n,government_revenue%1:21:00::,false,1,evidence_ready_review,10.0,false
graphic design,graphic design,2,cet4,true,n,graphic_design%1:10:00::,false,1,evidence_ready_review,10.0,false
graphic designer,graphic designer,2,cet4,true,n,graphic_designer%1:18:00::,false,1,evidence_ready_review,10.0,false
grind away,grind away,2,cet4,true,v,grind_away%2:31:00::,false,0,oewn_dictionary_review,10.0,false
grind down,grind down,2,cet4,true,v,grind_down%2:41:00::,false,0,oewn_dictionary_review,10.0,false
grind out,grind out,2,cet4,true,v,grind_out%2:36:00::,false,0,oewn_dictionary_review,10.0,false
gross out,gross out,2,cet4,true,v,gross_out%2:37:00::|gross_out%2:39:00::,false,0,oewn_dictionary_review,10.0,false
gun barrel,gun barrel,2,cet4,true,n,gun_barrel%1:06:00::,false,1,evidence_ready_review,10.0,false
gym mat,gym mat,2,cet4,true,n,gym_mat%1:06:00::,false,1,evidence_ready_review,10.0,false
hack on,hack on,2,cet4,true,v,hack_on%2:30:00::,false,0,oewn_dictionary_review,10.0,false
hair dye,hair dye,2,cet4,true,n,hair_dye%1:27:00::,false,1,evidence_ready_review,10.0,false
hammer in,hammer in,2,cet4,true,v,hammer_in%2:31:00::,false,0,oewn_dictionary_review,10.0,false
hand dye,hand dye,2,cet4,true,v,hand-dye%2:30:00::,false,0,oewn_dictionary_review,10.0,false
hardware store,hardware store,2,cet4,true,n,hardware_store%1:06:00::,false,1,evidence_ready_review,10.0,false
harsh on,harsh on,2,cet4,true,v,harsh_on%2:32:00::,false,0,oewn_dictionary_review,10.0,false
have the distinction,have the distinction,3,cet4,true,v,have_the_distinction%2:31:00::,false,0,oewn_dictionary_review,10.0,false
haze over,haze over,2,cet4,true,v,haze_over%2:39:00::,false,0,oewn_dictionary_review,10.0,false
heap up,heap up,2,cet4,true,v,heap_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
hell on earth,hell on earth,3,cet4,true,n,hell_on_earth%1:15:00::,false,1,evidence_ready_review,10.0,false
help oneself,help oneself,2,cet4,true,v,help_oneself%2:42:00::,false,0,oewn_dictionary_review,10.0,false
hi tech,hi tech,2,cet4,true,a,hi-tech%3:00:00::,false,1,evidence_ready_review,10.0,false
historical document,historical document,2,cet4,true,n,historical_document%1:10:00::,false,1,evidence_ready_review,10.0,false
historical record,historical record,2,cet4,true,n,historical_record%1:10:00::,false,1,evidence_ready_review,10.0,false
hit the deck,hit the deck,3,cet4,true,v,hit_the_deck%2:38:00::,false,0,oewn_dictionary_review,10.0,false
hit the dirt,hit the dirt,3,cet4,true,v,hit_the_dirt%2:38:00::,false,0,oewn_dictionary_review,10.0,false
hit the hay,hit the hay,3,cet4,true,v,hit_the_hay%2:29:00::,false,0,oewn_dictionary_review,10.0,false
hit the sack,hit the sack,3,cet4,true,v,hit_the_sack%2:29:00::,false,0,oewn_dictionary_review,10.0,false
hold sway,hold sway,2,cet4,true,v,hold_sway%2:41:00::,false,0,oewn_dictionary_review,10.0,false
hollow out,hollow out,2,cet4,true,v,hollow_out%2:35:00::,false,0,oewn_dictionary_review,10.0,false
homeless person,homeless person,2,cet4,true,n,homeless_person%1:18:00::,false,1,evidence_ready_review,10.0,false
